sorted_pairs	ReactionID	type1	type2	mappingID1	mappingID2	Reaction ID	Relationship	pair1	pair2	SeedNode1	SeedNode2	detectedPair1	detectedPair2	SigNode1	SigNode2	Entity1	Entity2	EdgeColor	Direction	concordant	EdgeLine	8_diff	7_diff	6_diff	5_diff	4_diff	3_diff	2_diff	1_diff
29017_P14423	R-RNO-1482887, R-RNO-1602398	output	catalyst	29017	P14423	R-RNO-1482887, R-RNO-1602398	Metabolite_GeneProduct	1-acyl LPE [endoplasmic reticulum membrane], 1-acyl LPE [plasma membrane]	PLA2G2A [endoplasmic reticulum membrane], PLA2G2A [extracellular region]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*			
29017_P50393	R-RNO-1482884	output	catalyst	29017	P50393	R-RNO-1482884	Metabolite_GeneProduct	1-acyl LPE [endoplasmic reticulum membrane]	PLA2G4A [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*			
29017_P53817	R-RNO-1482884	output	catalyst	29017	P53817	R-RNO-1482884	Metabolite_GeneProduct	1-acyl LPE [endoplasmic reticulum membrane]	Plaat3 [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*			
29017_P97570	R-RNO-1482884	output	catalyst	29017	P97570	R-RNO-1482884	Metabolite_GeneProduct	1-acyl LPE [endoplasmic reticulum membrane]	Pla2g6 [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*			
29017_Q5FVN0	R-RNO-1482667	input	catalyst	29017	Q5FVN0	R-RNO-1482667	Metabolite_GeneProduct	1-acyl LPE [endoplasmic reticulum membrane]	Lpcat3 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid					*			
29017_Q5U2V4	R-RNO-1482884	output	catalyst	29017	Q5U2V4	R-RNO-1482884	Metabolite_GeneProduct	1-acyl LPE [endoplasmic reticulum membrane]	Plbd1 [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*			
36498_D3ZJF9	R-RNO-9841189	output	catalyst	36498	D3ZJF9	R-RNO-9841189	Metabolite_GeneProduct	GalCer [lysosomal lumen]	Gla [lysosomal lumen]	*		*	*	*		SimpleEntity	Complex	Enzyme or transporter	output_catalyst		Solid	*							
36498_P10960	R-RNO-1606807, R-RNO-9841189	output	output	36498	P10960	R-RNO-1606807, R-RNO-9841189	Metabolite_GeneProduct	GalCer [lysosomal lumen]	Psap [lysosomal lumen]	*		*	*	*		SimpleEntity	Complex	SameComplex	output_output		Solid	*							
36498_Q32KK2	R-RNO-1606807	output	catalyst	36498	Q32KK2	R-RNO-1606807	Metabolite_GeneProduct	GalCer [lysosomal lumen]	Arsa [lysosomal lumen]	*		*	*	*		SimpleEntity	Complex	Enzyme or transporter	output_catalyst		Solid	*							
57613_57643	R-RNO-1483174, R-RNO-8858298	input	output	57613	57643	R-RNO-1483174	Metabolite_Metabolite	PE [endoplasmic reticulum membrane]	PC [endoplasmic reticulum membrane]	*	*	*	*	*	*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Solid	*				*			
57613_A0A0G2JYY6	R-RNO-9865579	input	catalyst	57613	A0A0G2JYY6	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	Coq10a [mitochondrial inner membrane]	*		*	*	*		Complex	Complex	Enzyme or transporter	input_catalyst		Solid					*			
57613_A0A0G2K0X0	R-RNO-1482850	input	catalyst	57613	A0A0G2K0X0	R-RNO-1482850	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	Tafazzin [mitochondrial inner membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid					*			
57613_B0K018	R-RNO-1602398	input	catalyst	57613	B0K018	R-RNO-1602398	Metabolite_GeneProduct	PE [plasma membrane]	Pla2g12a [extracellular region]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid					*			
57613_B2GV22	R-RNO-1483089	input	catalyst	57613	B2GV22	R-RNO-1483089	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Ptdss2 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid					*			
57613_B4F7D7	R-RNO-1482962	output	catalyst	57613	B4F7D7	R-RNO-1482962	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Selenoi [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*			
57613_C0HLM6	R-RNO-9865579	input	input	C0HLM6	57613	R-RNO-9865579	Metabolite_GeneProduct	Smim20 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*			
57613_D2KX21	R-RNO-8858298	input	catalyst	57613	D2KX21	R-RNO-8858298	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Plaat1 [cytosol]	*		*	*	*		SimpleEntity	CandidateSet	Enzyme or transporter	input_catalyst		Solid					*			
57613_D3Z8B0	R-RNO-9865579	input	catalyst	57613	D3Z8B0	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	Cox16 [mitochondrial inner membrane]	*		*	*	*		Complex	Complex	Enzyme or transporter	input_catalyst		Solid					*			
57613_D3Z9I1	R-RNO-9865579	input	input	D3Z9I1	57613	R-RNO-9865579	Metabolite_GeneProduct	Coa3 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*			
57613_D3ZNJ0	R-RNO-9865579	input	catalyst	57613	D3ZNJ0	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	Cox11 [mitochondrial inner membrane]	*		*	*	*		Complex	Complex	Enzyme or transporter	input_catalyst		Solid					*			
57613_D3ZR52	R-RNO-1482646, R-RNO-1482667	output	catalyst	57613	D3ZR52	R-RNO-1482646, R-RNO-1482667	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Lpcat4 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*			
57613_D3ZRC4	R-RNO-1482887	input	catalyst	57613	D3ZRC4	R-RNO-1482887	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Pnpla8 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid					*			
57613_D4A1I6	R-RNO-1482884	input	catalyst	57613	D4A1I6	R-RNO-1482884	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Pla2g4b [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid					*			
57613_D4A414	R-RNO-9865579	input	catalyst	57613	D4A414	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	Cox15 [mitochondrial inner membrane]	*		*	*	*		Complex	Complex	Enzyme or transporter	input_catalyst		Solid					*			
57613_E9PTA5	R-RNO-162798	input	catalyst	57613	E9PTA5	R-RNO-162798	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Pign [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid					*			
57613_F1LMQ4	R-RNO-1482892	input	catalyst	57613	F1LMQ4	R-RNO-1482892	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Pla2g4c [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid					*			
57613_F1LV18	R-RNO-1482646, R-RNO-1482667	output	catalyst	57613	F1LV18	R-RNO-1482646, R-RNO-1482667	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Mboat1 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*			
57613_F7F420	R-RNO-1602398	input	catalyst	57613	F7F420	R-RNO-1602398	Metabolite_GeneProduct	PE [plasma membrane]	PLA2G2D [extracellular region]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid					*			
57613_G3V985	R-RNO-9865579	input	catalyst	57613	G3V985	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	SCO1 [mitochondrial inner membrane]	*		*	*	*		Complex	Complex	Enzyme or transporter	input_catalyst		Solid					*			
57613_P00406	R-RNO-9865579	input	input	57613	P00406	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	nascent MT-CO2 [mitochondrial inner membrane]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid					*			
57613_P05503	R-RNO-9865579	input	input	P05503	57613	R-RNO-9865579	Metabolite_GeneProduct	nascent MT-CO1 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*			
57613_P10888	R-RNO-9865579	input	input	P10888	57613	R-RNO-9865579	Metabolite_GeneProduct	Cox4i1 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*			
57613_P11240	R-RNO-9865579	input	input	P11240	57613	R-RNO-9865579	Metabolite_GeneProduct	Cox5a [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*			
57613_P11951	R-RNO-9865579	input	input	P11951	57613	R-RNO-9865579	Metabolite_GeneProduct	Cox6c2 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*			
57613_P14423	R-RNO-1482887, R-RNO-1602398	input	catalyst	57613	P14423	R-RNO-1482887, R-RNO-1602398	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane], PE [plasma membrane]	PLA2G2A [endoplasmic reticulum membrane], PLA2G2A [extracellular region]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid					*			
57613_P50393	R-RNO-1482828, R-RNO-1482884	input	catalyst	57613	P50393	R-RNO-1482828, R-RNO-1482884	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	PLA2G4A [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid					*			
57613_P53817	R-RNO-1482884, R-RNO-8858298	input	catalyst	57613	P53817	R-RNO-1482884, R-RNO-8858298	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Plaat3 [cytosol]	*		*	*	*		SimpleEntity	DefinedSet, CandidateSet	Enzyme or transporter	input_catalyst		Solid					*			
57613_P62898	R-RNO-163214	input	catalyst	P62898	57613	R-RNO-163214	Metabolite_GeneProduct	Cytochrome c (reduced) [mitochondrial inner membrane]	PE [mitochondrial inner membrane]	*	*	*	*	*	*	DefinedSet	Complex	Others	input_catalyst		Solid					*		*	
57613_P80431	R-RNO-9865579	input	input	P80431	57613	R-RNO-9865579	Metabolite_GeneProduct	Cox7b [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	EntityWithAccessionedSequence	Complex	SameComplex	input_input		Solid					*			
57613_P80432	R-RNO-9865579	input	input	P80432	57613	R-RNO-9865579	Metabolite_GeneProduct	Cox7c [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	EntityWithAccessionedSequence	Complex	SameComplex	input_input		Solid					*			
57613_P80433	R-RNO-9865579	input	input	57613	P80433	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	Cox8a [mitochondrial inner membrane]	*		*	*	*		Complex	DefinedSet	SameComplex	input_input		Solid					*			
57613_P97570	R-RNO-1482884	input	catalyst	57613	P97570	R-RNO-1482884	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Pla2g6 [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid					*			
57613_Q08388	R-RNO-1483174	input	catalyst	57613	Q08388	R-RNO-1483174	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	PEMT [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid					*			
57613_Q5FVN0	R-RNO-1482646, R-RNO-1482667	output	catalyst	57613	Q5FVN0	R-RNO-1482646, R-RNO-1482667	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Lpcat3 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*			
57613_Q5I0I9	R-RNO-9865579	input	catalyst	57613	Q5I0I9	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	Coq10b [mitochondrial inner membrane]	*	*	*	*	*	*	Complex	Complex	Enzyme or transporter	input_catalyst		Solid			*		*			
57613_Q5U2V4	R-RNO-1482884	input	catalyst	57613	Q5U2V4	R-RNO-1482884	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Plbd1 [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid					*			
57613_Q5U2X7	R-RNO-9865579	input	input	Q5U2X7	57613	R-RNO-9865579	Metabolite_GeneProduct	Timm21 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*			
57613_Q5XFV8	R-RNO-9865579	input	input	Q5XFV8	57613	R-RNO-9865579	Metabolite_GeneProduct	Cox14 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*			
57613_Q6AXM5	R-RNO-1482962	output	catalyst	57613	Q6AXM5	R-RNO-1482962	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	CEPT1 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*			
57613_Q9QXU2	R-RNO-9865579	input	input	Q9QXU2	57613	R-RNO-9865579	Metabolite_GeneProduct	Surf1 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*			
57643_64583	R-RNO-429786, R-RNO-429798	input	output	57643	64583	R-RNO-429786, R-RNO-429798	Metabolite_Metabolite	PC [plasma membrane], PC [Golgi membrane]	SPHM [plasma membrane], SPHM [Golgi membrane]	*	*	*	*	*	*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Solid	*				*		*	*
57643_64716	R-RNO-5683714, R-RNO-5684862	input	input	57643	64716	R-RNO-5683714, R-RNO-5684862	Metabolite_Metabolite	PC [endoplasmic reticulum membrane], PC [lamellar body]	PG [endoplasmic reticulum membrane], PG [lamellar body]	*	*	*	*	*	*	DefinedSet	DefinedSet	SameComplex	input_input		Solid	*		*	*	*		*	*
57643_A0A0G2K0X0	R-RNO-1482781	input	catalyst	57643	A0A0G2K0X0	R-RNO-1482781	Metabolite_GeneProduct	PC [mitochondrial inner membrane]	Tafazzin [mitochondrial inner membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_A0A0G2K1Q8	R-RNO-5683714	input	catalyst	57643	A0A0G2K1Q8	R-RNO-5683714	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	ABCA3 [lamellar body membrane]	*		*	*	*		DefinedSet	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_A0A0G2KB11	R-RNO-8873834, R-RNO-8873923	input	input	A0A0G2KB11	57643	R-RNO-8873834, R-RNO-8873923	Metabolite_GeneProduct	Stard10 [cytosol]	PC [endoplasmic reticulum membrane]		*	*	*		*	Complex, EntityWithAccessionedSequence	Complex, SimpleEntity	SameComplex	input_input		Solid	*				*			
57643_A0A8I6ATX5	R-RNO-8877153	input	input	57643	A0A8I6ATX5	R-RNO-8877153	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Stard7 [mitochondrial outer membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	SameComplex	input_input		Solid	*				*			
57643_B0K018	R-RNO-1602417	input	catalyst	57643	B0K018	R-RNO-1602417	Metabolite_GeneProduct	PC [plasma membrane]	Pla2g12a [extracellular region]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_D2KX21	R-RNO-8858298	input	catalyst	57643	D2KX21	R-RNO-8858298	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Plaat1 [cytosol]	*		*	*	*		SimpleEntity	CandidateSet	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_D3ZR52	R-RNO-1482533, R-RNO-1482547	output	catalyst	57643	D3ZR52	R-RNO-1482533, R-RNO-1482547	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Lpcat4 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid	*				*			
57643_D3ZRC4	R-RNO-1482816	input	catalyst	57643	D3ZRC4	R-RNO-1482816	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Pnpla8 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_D4A1I6	R-RNO-1482856, R-RNO-1482862	input	catalyst	57643	D4A1I6	R-RNO-1482856, R-RNO-1482862	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Pla2g4b [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_F1LMQ4	R-RNO-1482816, R-RNO-1482827	input	catalyst	57643	F1LMQ4	R-RNO-1482816, R-RNO-1482827	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Pla2g4c [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet, EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_F7F420	R-RNO-1602417	input	catalyst	57643	F7F420	R-RNO-1602417	Metabolite_GeneProduct	PC [plasma membrane]	PLA2G2D [extracellular region]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_P14423	R-RNO-1482816, R-RNO-1602417	input	catalyst	57643	P14423	R-RNO-1482816, R-RNO-1602417	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane], PC [plasma membrane]	PLA2G2A [endoplasmic reticulum membrane], PLA2G2A [extracellular region]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_P50393	R-RNO-1482856, R-RNO-1482862	input	catalyst	57643	P50393	R-RNO-1482856, R-RNO-1482862	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	PLA2G4A [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_P53809	R-RNO-8873794	input	input	P53809	57643	R-RNO-8873794	Metabolite_GeneProduct	PCTP [cytosol]	PC [cytosol]		*	*	*		*	EntityWithAccessionedSequence	SimpleEntity	SameComplex	input_input		Solid	*				*			
57643_P53812	R-RNO-1483087, R-RNO-1483211, R-RNO-1483219, R-RNO-1483087, R-RNO-1483211	input	catalyst	57643	P53812	R-RNO-1483087, R-RNO-1483211, R-RNO-1483219	Metabolite_GeneProduct	PC [Golgi membrane], PC [endoplasmic reticulum membrane]	Pitpnb [Golgi membrane], Pitpnb [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity, Complex	Complex	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_P53817	R-RNO-1482856, R-RNO-8858298	input	catalyst	57643	P53817	R-RNO-1482856, R-RNO-8858298	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Plaat3 [cytosol]	*		*	*	*		SimpleEntity	DefinedSet, CandidateSet	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_P70496	R-RNO-1483182	input	catalyst	57643	P70496	R-RNO-1483182	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Pld1 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_P70498	R-RNO-1483182	input	catalyst	57643	P70498	R-RNO-1483182	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Pld2 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_P97570	R-RNO-1482856	input	catalyst	57643	P97570	R-RNO-1482856	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Pla2g6 [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_Q08388	R-RNO-1483174	output	catalyst	57643	Q08388	R-RNO-1483174	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	PEMT [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid	*				*			
57643_Q1HAQ0	R-RNO-1482533, R-RNO-1482547, R-RNO-8873834	output	catalyst	57643	Q1HAQ0	R-RNO-1482533, R-RNO-1482547	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	LPCAT1 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid	*				*			
57643_Q4JM44	R-RNO-429786	input	catalyst	57643	Q4JM44	R-RNO-429786	Metabolite_GeneProduct	PC [plasma membrane]	Sgms2 [plasma membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_Q5FVN0	R-RNO-1482533, R-RNO-1482547	output	catalyst	57643	Q5FVN0	R-RNO-1482533, R-RNO-1482547	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Lpcat3 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid	*				*			
57643_Q5PQL5	R-RNO-1483186	input	catalyst	57643	Q5PQL5	R-RNO-1483186	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Ptdss1 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_Q5U2V4	R-RNO-1482856	input	catalyst	57643	Q5U2V4	R-RNO-1482856	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Plbd1 [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid	*				*			
57643_Q66H21	R-RNO-1482973	output	catalyst	57643	Q66H21	R-RNO-1482973	Metabolite_GeneProduct	PC [Golgi membrane]	CHPT1 [Golgi membrane]	*		*	*	*		SimpleEntity	Complex	Enzyme or transporter	output_catalyst		Solid	*				*			
57643_Q6AXM5	R-RNO-1482961	output	catalyst	57643	Q6AXM5	R-RNO-1482961	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	CEPT1 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	Complex	Enzyme or transporter	output_catalyst		Solid	*				*			
57643_Q7TSX5	R-RNO-429798	input	catalyst	57643	Q7TSX5	R-RNO-429798	Metabolite_GeneProduct	PC [Golgi membrane]	Sgms1 [Golgi membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid	*				*			
60479_Q675A5	R-RNO-8952251	input	catalyst	60479	Q675A5	R-RNO-8952251	Metabolite_GeneProduct	lysoPC [extracellular region]	PLA2G15 [extracellular region]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid						*		
64183_P62898	R-RNO-164651	input	input	P62898	64183	R-RNO-164651	Metabolite_GeneProduct	Cytochrome c (oxidised) [mitochondrial inner membrane]	CoQH2 [mitochondrial inner membrane]	*		*	*	*		DefinedSet	SimpleEntity	SameComplex	input_input		Solid							*	
64583_Q4JM44	R-RNO-429786	output	catalyst	64583	Q4JM44	R-RNO-429786	Metabolite_GeneProduct	SPHM [plasma membrane]	Sgms2 [plasma membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid					*		*	*
64583_Q7TSX5	R-RNO-429798	output	catalyst	64583	Q7TSX5	R-RNO-429798	Metabolite_GeneProduct	SPHM [Golgi membrane]	Sgms1 [Golgi membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid					*		*	*
64716_A0A0G2K1Q8	R-RNO-5683714	input	catalyst	64716	A0A0G2K1Q8	R-RNO-5683714	Metabolite_GeneProduct	PG [endoplasmic reticulum membrane]	ABCA3 [lamellar body membrane]	*		*	*	*		DefinedSet	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid			*	*	*		*	*
64716_B0K018	R-RNO-1602368	input	catalyst	64716	B0K018	R-RNO-1602368	Metabolite_GeneProduct	PG [plasma membrane]	Pla2g12a [extracellular region]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid			*	*	*		*	*
64716_D3ZR52	R-RNO-1482539, R-RNO-1482635	output	catalyst	64716	D3ZR52	R-RNO-1482539, R-RNO-1482635	Metabolite_GeneProduct	PG [endoplasmic reticulum membrane]	Lpcat4 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid			*	*	*		*	*
64716_D4A1I6	R-RNO-1482745, R-RNO-1482847, R-RNO-1482900	input	catalyst	64716	D4A1I6	R-RNO-1482745, R-RNO-1482847, R-RNO-1482900	Metabolite_GeneProduct	PG [mitochondrial inner membrane], PG [endoplasmic reticulum membrane]	Pla2g4b [mitochondrial inner membrane], Pla2g4b [cytosol]	*		*	*	*		SimpleEntity	CandidateSet, DefinedSet	Enzyme or transporter	input_catalyst		Solid			*	*	*		*	*
64716_F7F420	R-RNO-1602368	input	catalyst	64716	F7F420	R-RNO-1602368	Metabolite_GeneProduct	PG [plasma membrane]	PLA2G2D [extracellular region]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid			*	*	*		*	*
64716_P14423	R-RNO-1482907, R-RNO-1602368	input	catalyst	64716	P14423	R-RNO-1482907, R-RNO-1602368	Metabolite_GeneProduct	PG [endoplasmic reticulum membrane], PG [plasma membrane]	PLA2G2A [endoplasmic reticulum membrane], PLA2G2A [extracellular region]	*		*	*	*		SimpleEntity	Complex, DefinedSet	Enzyme or transporter	input_catalyst		Solid			*	*	*		*	*
64716_P50393	R-RNO-1482900	input	catalyst	64716	P50393	R-RNO-1482900	Metabolite_GeneProduct	PG [endoplasmic reticulum membrane]	PLA2G4A [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid			*	*	*		*	*
64716_Q1HAQ0	R-RNO-1482539, R-RNO-1482635	output	catalyst	64716	Q1HAQ0	R-RNO-1482539, R-RNO-1482635	Metabolite_GeneProduct	PG [endoplasmic reticulum membrane]	LPCAT1 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid			*	*	*		*	*
