type1	type2	mappingID1	mappingID2	Reaction ID	Relationship	pair1	pair2	SeedNode1	SeedNode2	detectedPair1	detectedPair2	SigNode1	SigNode2	sorted_pairs	EdgeColor	EdgeLine	8_diff	7_diff	6_diff	5_diff	4_diff	3_diff	2_diff	1_diff
output	catalyst	C00455	Enpp3	R00103	Metabolite_GeneProduct	Nicotinamide D-ribonucleotide	Enpp3		*	*	*		*	C00455_Enpp3	Enzyme	Solid						*	*	
input	catalyst	C00459	Enpp3	R11323	Metabolite_GeneProduct	dTTP	Enpp3		*	*	*		*	C00459_Enpp3	Enzyme	Solid						*	*	
input	catalyst	C00857	Enpp3	R03004	Metabolite_GeneProduct	Deamino-NAD+	Enpp3		*		*		*	C00857_Enpp3	Enzyme	Dashed						*	*	
output	catalyst	C01134	Enpp3	R03036	Metabolite_GeneProduct	Pantetheine 4'-phosphate	Enpp3		*		*		*	C01134_Enpp3	Enzyme	Dashed						*	*	
output	catalyst	C01185	Enpp3	R03004	Metabolite_GeneProduct	Nicotinate D-ribonucleotide	Enpp3		*		*		*	C01185_Enpp3	Enzyme	Dashed						*	*	
input	catalyst	C00044	Entpd1	R00335	Metabolite_GeneProduct	GTP	Entpd1	*		*	*	*		C00044_Entpd1	Enzyme	Solid	*	*						
input	catalyst	C00063	Entpd1	R00569	Metabolite_GeneProduct	CTP	Entpd1	*		*	*	*		C00063_Entpd1	Enzyme	Solid	*							
input	catalyst	C00075	Entpd1	R00159	Metabolite_GeneProduct	UTP	Entpd1	*		*	*	*		C00075_Entpd1	Enzyme	Solid	*	*				*	*	*
output	catalyst	C00144	Entpd1	R00328	Metabolite_GeneProduct	GMP	Entpd1	*		*	*	*		C00144_Entpd1	Enzyme	Solid	*	*					*	
output	catalyst	C00009	Entpd5	R00155, R00328, R00329, R00961	Metabolite_GeneProduct	Orthophosphate	Entpd5		*		*		*	C00009_Entpd5	Enzyme	Dashed					*			
input	catalyst	C00015	Entpd5	R00155	Metabolite_GeneProduct	UDP	Entpd5		*	*	*		*	C00015_Entpd5	Enzyme	Solid					*			
input	catalyst	C00035	Entpd5	R00328	Metabolite_GeneProduct	GDP	Entpd5		*	*	*		*	C00035_Entpd5	Enzyme	Solid					*			
input	catalyst	C00104	Entpd5	R00961	Metabolite_GeneProduct	IDP	Entpd5		*		*		*	C00104_Entpd5	Enzyme	Dashed					*			
output	catalyst	C00105	Entpd5	R00155	Metabolite_GeneProduct	UMP	Entpd5		*	*	*		*	C00105_Entpd5	Enzyme	Solid					*			
output	catalyst	C00130	Entpd5	R00961	Metabolite_GeneProduct	IMP	Entpd5		*	*	*		*	C00130_Entpd5	Enzyme	Solid					*			
output	catalyst	C00144	Entpd5	R00328	Metabolite_GeneProduct	GMP	Entpd5	*	*	*	*	*	*	C00144_Entpd5	Enzyme	Solid	*	*			*		*	
output	catalyst	C00215	Entpd5	R00329	Metabolite_GeneProduct	Nucleotide	Entpd5		*		*		*	C00215_Entpd5	Enzyme	Dashed					*			
input	catalyst	C00454	Entpd5	R00329	Metabolite_GeneProduct	NDP	Entpd5		*		*		*	C00454_Entpd5	Enzyme	Dashed					*			
input	catalyst	C00044	Entpd8	R00335	Metabolite_GeneProduct	GTP	Entpd8	*		*	*	*		C00044_Entpd8	Enzyme	Solid	*	*						
input	catalyst	C00063	Entpd8	R00569	Metabolite_GeneProduct	CTP	Entpd8	*		*	*	*		C00063_Entpd8	Enzyme	Solid	*							
input	catalyst	C00075	Entpd8	R00159	Metabolite_GeneProduct	UTP	Entpd8	*		*	*	*		C00075_Entpd8	Enzyme	Solid	*	*				*	*	*
output	catalyst	C00144	Entpd8	R00328	Metabolite_GeneProduct	GMP	Entpd8	*		*	*	*		C00144_Entpd8	Enzyme	Solid	*	*					*	
input	catalyst	C00005	Fasn	R05188, R07763, R10116, R10120	Metabolite_GeneProduct	NADPH	Fasn		*	*	*		*	C00005_Fasn	Enzyme	Solid					*			
input	catalyst	C00006	Fasn	R01404, R02767, R04430, R04533, R04534, R04536, R04543, R04566, R04725, R04953, R04956, R04959, R04962, R04964, R04967, R04970	Metabolite_GeneProduct	NADP+	Fasn		*		*		*	C00006_Fasn	Enzyme	Dashed					*			
output	catalyst	C00010	Fasn	R01624, R01626, R05188	Metabolite_GeneProduct	CoA	Fasn	*	*	*	*	*	*	C00010_Fasn	Enzyme	Solid				*	*			
input	catalyst	C00024	Fasn	R01624, R05188	Metabolite_GeneProduct	Acetyl-CoA	Fasn		*	*	*		*	C00024_Fasn	Enzyme	Solid					*			
input	catalyst	C00083	Fasn	R01626, R05188	Metabolite_GeneProduct	Malonyl-CoA	Fasn		*		*		*	C00083_Fasn	Enzyme	Dashed					*			
input	catalyst	C00173	Fasn	R01404, R02768	Metabolite_GeneProduct	Acyl-[acyl-carrier protein]	Fasn		*		*		*	C00173_Fasn	Enzyme	Dashed					*			
input	catalyst	C00229	Fasn	R01624, R01626	Metabolite_GeneProduct	Acyl-carrier protein	Fasn		*		*		*	C00229_Fasn	Enzyme	Dashed					*			
output	catalyst	C00249	Fasn	R01706	Metabolite_GeneProduct	Hexadecanoic acid	Fasn		*	*	*		*	C00249_Fasn	Enzyme	Solid					*			
output	catalyst	C00638	Fasn	R05188, R12329	Metabolite_GeneProduct	Long-chain fatty acid	Fasn		*		*		*	C00638_Fasn	Enzyme	Dashed					*			
output	catalyst	C00712	Fasn	R02814	Metabolite_GeneProduct	(9Z)-Octadecenoic acid	Fasn		*	*	*		*	C00712_Fasn	Enzyme	Solid					*			
input	catalyst	C01209	Fasn	R02768, R04355, R04726, R04952, R04957, R04960, R04963, R04968, R07762, R10115, R10119	Metabolite_GeneProduct	Malonyl-[acyl-carrier protein]	Fasn		*		*		*	C01209_Fasn	Enzyme	Dashed					*			
output	catalyst	C01530	Fasn	R08163	Metabolite_GeneProduct	Octadecanoic acid	Fasn		*	*	*		*	C01530_Fasn	Enzyme	Solid					*			
input	catalyst	C03939	Fasn	R04355	Metabolite_GeneProduct	Acetyl-[acyl-carrier protein]	Fasn		*		*		*	C03939_Fasn	Enzyme	Dashed					*			
input	catalyst	C05761	Fasn	R04967, R04968, R08159	Metabolite_GeneProduct	Tetradecanoyl-[acp]	Fasn		*		*		*	C05761_Fasn	Enzyme	Dashed					*			
input	catalyst	C05764	Fasn	R01706, R04970, R07762	Metabolite_GeneProduct	Hexadecanoyl-[acp]	Fasn		*		*		*	C05764_Fasn	Enzyme	Dashed					*			
output	catalyst	C06424	Fasn	R08159	Metabolite_GeneProduct	Tetradecanoic acid	Fasn	*	*	*	*	*	*	C06424_Fasn	Enzyme	Solid					*		*	
input	catalyst	C16219	Fasn	R07763	Metabolite_GeneProduct	3-Oxostearoyl-[acp]	Fasn		*		*		*	C16219_Fasn	Enzyme	Dashed					*			
input	catalyst	C20372	Fasn	R10116	Metabolite_GeneProduct	3-Ketoglutaryl-[acp] methyl ester	Fasn		*		*		*	C20372_Fasn	Enzyme	Dashed					*			
input	catalyst	C20373	Fasn	R10117	Metabolite_GeneProduct	3-Hydroxyglutaryl-[acp] methyl ester	Fasn		*		*		*	C20373_Fasn	Enzyme	Dashed					*			
input	catalyst	C20376	Fasn	R10120	Metabolite_GeneProduct	3-Ketopimeloyl-[acp] methyl ester	Fasn		*		*		*	C20376_Fasn	Enzyme	Dashed					*			
input	catalyst	C20377	Fasn	R10121	Metabolite_GeneProduct	3-Hydroxypimeloyl-[acp] methyl ester	Fasn		*		*		*	C20377_Fasn	Enzyme	Dashed					*			
output	catalyst	C00085	Fbp1	R00762	Metabolite_GeneProduct	D-Fructose 6-phosphate	Fbp1	*		*	*	*		C00085_Fbp1	Enzyme	Solid	*							
output	catalyst	C05382	Fbp1	R01845	Metabolite_GeneProduct	Sedoheptulose 7-phosphate	Fbp1	*		*	*	*		C05382_Fbp1	Enzyme	Solid	*							
output	catalyst	C00085	Fbp2	R00762	Metabolite_GeneProduct	D-Fructose 6-phosphate	Fbp2	*		*	*	*		C00085_Fbp2	Enzyme	Solid	*							
output	catalyst	C05382	Fbp2	R01845	Metabolite_GeneProduct	Sedoheptulose 7-phosphate	Fbp2	*		*	*	*		C05382_Fbp2	Enzyme	Solid	*							
input	catalyst	C00005	Fmo1	R03344, R04523, R05623, R08266	Metabolite_GeneProduct	NADPH	Fmo1		*	*	*		*	C00005_Fmo1	Enzyme	Solid						*	*	
output	catalyst	C00006	Fmo1	R03344, R04523, R05623, R08266	Metabolite_GeneProduct	NADP+	Fmo1		*		*		*	C00006_Fmo1	Enzyme	Dashed						*	*	
input	catalyst	C00565	Fmo1	R05623	Metabolite_GeneProduct	Trimethylamine	Fmo1		*		*		*	C00565_Fmo1	Enzyme	Dashed						*	*	
output	catalyst	C01104	Fmo1	R05623	Metabolite_GeneProduct	Trimethylamine N-oxide	Fmo1	*	*	*	*	*	*	C01104_Fmo1	Enzyme	Solid			*	*		*	*	
output	catalyst	C01183	Fmo1	R03344	Metabolite_GeneProduct	N,N-Dimethylaniline N-oxide	Fmo1		*		*		*	C01183_Fmo1	Enzyme	Dashed						*	*	
input	catalyst	C02846	Fmo1	R03344	Metabolite_GeneProduct	N,N-Dimethylaniline	Fmo1		*		*		*	C02846_Fmo1	Enzyme	Dashed						*	*	
input	catalyst	C04599	Fmo1	R04523	Metabolite_GeneProduct	1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine	Fmo1		*		*		*	C04599_Fmo1	Enzyme	Dashed						*	*	
output	catalyst	C04731	Fmo1	R04523	Metabolite_GeneProduct	1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine N-oxide	Fmo1		*		*		*	C04731_Fmo1	Enzyme	Dashed						*	*	
input	catalyst	C07108	Fmo1	R08266	Metabolite_GeneProduct	Tamoxifen	Fmo1		*		*		*	C07108_Fmo1	Enzyme	Dashed						*	*	
output	catalyst	C16545	Fmo1	R08266	Metabolite_GeneProduct	Tamoxifen N-oxide	Fmo1		*		*		*	C16545_Fmo1	Enzyme	Dashed						*	*	
output	catalyst	C00025	Folh1	R10687, R10688	Metabolite_GeneProduct	L-Glutamate	Folh1	*		*		*		C00025_Folh1	Enzyme	Dashed					*			
output	catalyst	C01042	Folh1	R10687	Metabolite_GeneProduct	N-Acetyl-L-aspartate	Folh1	*		*		*		C01042_Folh1	Enzyme	Dashed						*		
input	catalyst	C00003	G6pd	R10520, R10907	Metabolite_GeneProduct	NAD+	G6pd		*		*		*	C00003_G6pd	Enzyme	Dashed	*				*			
output	catalyst	C00004	G6pd	R10520, R10907	Metabolite_GeneProduct	NADH	G6pd		*	*	*		*	C00004_G6pd	Enzyme	Solid	*				*			
output	catalyst	C00005	G6pd	R00835, R02736	Metabolite_GeneProduct	NADPH	G6pd		*	*	*		*	C00005_G6pd	Enzyme	Solid	*				*			
input	catalyst	C00006	G6pd	R00835, R02736	Metabolite_GeneProduct	NADP+	G6pd		*		*		*	C00006_G6pd	Enzyme	Dashed	*				*			
input	catalyst	C00092	G6pd	R00835, R10520	Metabolite_GeneProduct	D-Glucose 6-phosphate	G6pd	*	*	*	*	*	*	C00092_G6pd	Enzyme	Solid	*				*			
input	catalyst	C01172	G6pd	R02736, R10907	Metabolite_GeneProduct	beta-D-Glucose 6-phosphate	G6pd		*		*		*	C01172_G6pd	Enzyme	Dashed	*				*			
output	catalyst	C01236	G6pd	R00835, R02736, R10520, R10907	Metabolite_GeneProduct	D-Glucono-1,5-lactone 6-phosphate	G6pd		*		*		*	C01236_G6pd	Enzyme	Dashed	*				*			
input	catalyst	C00025	Gad1	R00261	Metabolite_GeneProduct	L-Glutamate	Gad1	*		*		*		C00025_Gad1	Enzyme	Dashed					*			
input	catalyst	C00049	Gad1	R00489	Metabolite_GeneProduct	L-Aspartate	Gad1	*		*		*		C00049_Gad1	Enzyme	Dashed	*				*			
output	catalyst	C00334	Gad1	R00261	Metabolite_GeneProduct	4-Aminobutanoate	Gad1	*		*		*		C00334_Gad1	Enzyme	Dashed					*			
input	catalyst	C00025	Gad2	R00261	Metabolite_GeneProduct	L-Glutamate	Gad2	*		*		*		C00025_Gad2	Enzyme	Dashed					*			
input	catalyst	C00049	Gad2	R00489	Metabolite_GeneProduct	L-Aspartate	Gad2	*		*		*		C00049_Gad2	Enzyme	Dashed	*				*			
output	catalyst	C00334	Gad2	R00261	Metabolite_GeneProduct	4-Aminobutanoate	Gad2	*		*		*		C00334_Gad2	Enzyme	Dashed					*			
input	catalyst	C00029	Gale	R00291	Metabolite_GeneProduct	UDP-glucose	Gale	*		*	*	*		C00029_Gale	Enzyme	Solid							*	
input	catalyst	C00043	Gale	R00418	Metabolite_GeneProduct	UDP-N-acetyl-alpha-D-glucosamine	Gale	*		*	*	*		C00043_Gale	Enzyme	Solid							*	
input	catalyst	C00025	Gatb	R03905, R04212	Metabolite_GeneProduct	L-Glutamate	Gatb	*		*	*	*		C00025_Gatb	Enzyme	Solid					*			
output	catalyst	C00064	Gatb	R03905, R04212	Metabolite_GeneProduct	L-Glutamine	Gatb	*		*	*	*		C00064_Gatb	Enzyme	Solid			*	*	*			
input	catalyst	C00025	Gatc	R03905, R04212	Metabolite_GeneProduct	L-Glutamate	Gatc	*		*	*	*		C00025_Gatc	Enzyme	Solid					*			
output	catalyst	C00064	Gatc	R03905, R04212	Metabolite_GeneProduct	L-Glutamine	Gatc	*		*	*	*		C00064_Gatc	Enzyme	Solid			*	*	*			
input	catalyst	C00062	Gatm	R00565, R01686, R01989	Metabolite_GeneProduct	L-Arginine	Gatm	*		*	*	*		C00062_Gatm	Enzyme	Solid		*						
input	catalyst	C00334	Gatm	R01989	Metabolite_GeneProduct	4-Aminobutanoate	Gatm	*		*	*	*		C00334_Gatm	Enzyme	Solid					*			
output	catalyst	C00124	Gba2	R03617, R13179	Metabolite_GeneProduct	D-Galactose	Gba2	*		*	*	*		C00124_Gba2	Enzyme	Solid							*	
input	catalyst	C02686	Gba2	R03617	Metabolite_GeneProduct	Galactosylceramide	Gba2	*		*	*	*		C02686_Gba2	Enzyme	Solid	*							
input	catalyst	C00044	Gch1	R00424, R00428	Metabolite_GeneProduct	GTP	Gch1	*	*	*	*	*	*	C00044_Gch1	Enzyme	Solid	*	*			*			
output	catalyst	C00058	Gch1	R00424, R05046	Metabolite_GeneProduct	Formate	Gch1		*		*		*	C00058_Gch1	Enzyme	Dashed					*			
input	catalyst	C04895	Gch1	R04639	Metabolite_GeneProduct	7,8-Dihydroneopterin 3'-triphosphate	Gch1		*		*		*	C04895_Gch1	Enzyme	Dashed					*			
input	catalyst	C05922	Gch1	R05046	Metabolite_GeneProduct	Formamidopyrimidine nucleoside triphosphate	Gch1		*		*		*	C05922_Gch1	Enzyme	Dashed					*			
input	catalyst	C05923	Gch1	R05048	Metabolite_GeneProduct	2,5-Diaminopyrimidine nucleoside triphosphate	Gch1		*		*		*	C05923_Gch1	Enzyme	Dashed					*			
input	catalyst	C00002	Gck	R00299, R00760, R00867, R01326, R01600, R01786, R01961, R02848, R02865, R03920	Metabolite_GeneProduct	ATP	Gck		*	*	*		*	C00002_Gck	Enzyme	Solid					*			
output	catalyst	C00008	Gck	R00299, R00760, R00867, R01326, R01600, R01786, R01961, R02848, R02865, R03920	Metabolite_GeneProduct	ADP	Gck		*	*	*		*	C00008_Gck	Enzyme	Solid					*			
input	catalyst	C00031	Gck	R00299, R00725, R01139	Metabolite_GeneProduct	D-Glucose	Gck		*	*	*		*	C00031_Gck	Enzyme	Solid					*			
input	catalyst	C00081	Gck	R00725, R00876, R01327, R01964, R02849, R02867	Metabolite_GeneProduct	ITP	Gck		*		*		*	C00081_Gck	Enzyme	Dashed					*			
output	catalyst	C00085	Gck	R00760, R00876, R01140	Metabolite_GeneProduct	D-Fructose 6-phosphate	Gck	*	*	*	*	*	*	C00085_Gck	Enzyme	Solid	*				*			
output	catalyst	C00092	Gck	R00299, R00725, R01139	Metabolite_GeneProduct	D-Glucose 6-phosphate	Gck	*	*	*	*	*	*	C00092_Gck	Enzyme	Solid	*				*			
input	catalyst	C00095	Gck	R00760, R00867, R00876, R01140	Metabolite_GeneProduct	D-Fructose	Gck		*		*		*	C00095_Gck	Enzyme	Dashed					*			
output	catalyst	C00104	Gck	R00725, R00876, R01327, R01964, R02849, R02867	Metabolite_GeneProduct	IDP	Gck		*		*		*	C00104_Gck	Enzyme	Dashed					*			
input	catalyst	C00131	Gck	R01139, R01140, R01330, R01965, R02850, R02868	Metabolite_GeneProduct	dATP	Gck		*	*	*		*	C00131_Gck	Enzyme	Solid					*			
output	catalyst	C00206	Gck	R01139, R01140, R01330, R01965, R02850, R02868	Metabolite_GeneProduct	dADP	Gck		*		*		*	C00206_Gck	Enzyme	Dashed					*			
input	catalyst	C00267	Gck	R01786	Metabolite_GeneProduct	alpha-D-Glucose	Gck		*		*		*	C00267_Gck	Enzyme	Dashed					*			
output	catalyst	C00275	Gck	R01326, R01327, R01330	Metabolite_GeneProduct	D-Mannose 6-phosphate	Gck		*		*		*	C00275_Gck	Enzyme	Dashed					*			
output	catalyst	C00352	Gck	R01961, R01964, R01965	Metabolite_GeneProduct	D-Glucosamine 6-phosphate	Gck		*		*		*	C00352_Gck	Enzyme	Dashed					*			
output	catalyst	C00668	Gck	R01786	Metabolite_GeneProduct	alpha-D-Glucose 6-phosphate	Gck		*		*		*	C00668_Gck	Enzyme	Dashed					*			
input	catalyst	C00794	Gck	R02865, R02867, R02868	Metabolite_GeneProduct	D-Sorbitol	Gck		*		*		*	C00794_Gck	Enzyme	Dashed					*			
output	catalyst	C01172	Gck	R01600	Metabolite_GeneProduct	beta-D-Glucose 6-phosphate	Gck		*		*		*	C01172_Gck	Enzyme	Dashed					*			
output	catalyst	C05345	Gck	R00867, R03920	Metabolite_GeneProduct	beta-D-Fructose 6-phosphate	Gck		*		*		*	C05345_Gck	Enzyme	Dashed					*			
output	catalyst	C00025	Gfpt1	R00768	Metabolite_GeneProduct	L-Glutamate	Gfpt1	*		*	*	*		C00025_Gfpt1	Enzyme	Solid					*			
input	catalyst	C00064	Gfpt1	R00768	Metabolite_GeneProduct	L-Glutamine	Gfpt1	*		*	*	*		C00064_Gfpt1	Enzyme	Solid			*	*	*			
input	catalyst	C00085	Gfpt1	R00768	Metabolite_GeneProduct	D-Fructose 6-phosphate	Gfpt1	*		*	*	*		C00085_Gfpt1	Enzyme	Solid	*							
output	catalyst	C00025	Gfpt2	R00768	Metabolite_GeneProduct	L-Glutamate	Gfpt2	*		*	*	*		C00025_Gfpt2	Enzyme	Solid					*			
input	catalyst	C00064	Gfpt2	R00768	Metabolite_GeneProduct	L-Glutamine	Gfpt2	*		*	*	*		C00064_Gfpt2	Enzyme	Solid			*	*	*			
input	catalyst	C00085	Gfpt2	R00768	Metabolite_GeneProduct	D-Fructose 6-phosphate	Gfpt2	*		*	*	*		C00085_Gfpt2	Enzyme	Solid	*							
input	catalyst	C00025	Ggt1	R03970, R03971	Metabolite_GeneProduct	L-Glutamate	Ggt1	*		*	*	*		C00025_Ggt1	Enzyme	Solid					*			
input	catalyst	C00051	Ggt1	R00494, R01262	Metabolite_GeneProduct	Glutathione	Ggt1	*		*	*	*		C00051_Ggt1	Enzyme	Solid			*	*				
input	catalyst	C00025	Ggt5	R03970, R03971	Metabolite_GeneProduct	L-Glutamate	Ggt5	*		*		*		C00025_Ggt5	Enzyme	Dashed					*			
input	catalyst	C00051	Ggt5	R00494, R01262	Metabolite_GeneProduct	Glutathione	Ggt5	*		*		*		C00051_Ggt5	Enzyme	Dashed			*	*				
input	catalyst	C00025	Ggt6	R03970, R03971	Metabolite_GeneProduct	L-Glutamate	Ggt6	*		*		*		C00025_Ggt6	Enzyme	Dashed					*			
input	catalyst	C00051	Ggt6	R00494, R01262	Metabolite_GeneProduct	Glutathione	Ggt6	*		*		*		C00051_Ggt6	Enzyme	Dashed			*	*				
input	catalyst	C00025	Ggt7	R03970, R03971	Metabolite_GeneProduct	L-Glutamate	Ggt7	*		*	*	*		C00025_Ggt7	Enzyme	Solid					*			
input	catalyst	C00051	Ggt7	R00494, R01262	Metabolite_GeneProduct	Glutathione	Ggt7	*		*	*	*		C00051_Ggt7	Enzyme	Solid			*	*				
input	catalyst	C00003	Glud1	R00145, R00243	Metabolite_GeneProduct	NAD+	Glud1		*		*		*	C00003_Glud1	Enzyme	Dashed					*			
output	catalyst	C00004	Glud1	R00145, R00243	Metabolite_GeneProduct	NADH	Glud1		*	*	*		*	C00004_Glud1	Enzyme	Solid					*			
output	catalyst	C00005	Glud1	R00146, R00248	Metabolite_GeneProduct	NADPH	Glud1		*	*	*		*	C00005_Glud1	Enzyme	Solid					*			
input	catalyst	C00006	Glud1	R00146, R00248	Metabolite_GeneProduct	NADP+	Glud1		*		*		*	C00006_Glud1	Enzyme	Dashed					*			
output	catalyst	C00014	Glud1	R00145, R00146, R00243, R00248	Metabolite_GeneProduct	Ammonia	Glud1		*		*		*	C00014_Glud1	Enzyme	Dashed					*			
input	catalyst	C00025	Glud1	R00243, R00248	Metabolite_GeneProduct	L-Glutamate	Glud1	*	*	*	*	*	*	C00025_Glud1	Enzyme	Solid					*			
output	catalyst	C00026	Glud1	R00243, R00248	Metabolite_GeneProduct	2-Oxoglutarate	Glud1		*	*	*		*	C00026_Glud1	Enzyme	Solid					*			
output	catalyst	C00161	Glud1	R00145, R00146	Metabolite_GeneProduct	2-Oxo acid	Glud1		*		*		*	C00161_Glud1	Enzyme	Dashed					*			
input	catalyst	C05167	Glud1	R00145, R00146	Metabolite_GeneProduct	alpha-Amino acid	Glud1		*		*		*	C05167_Glud1	Enzyme	Dashed					*			
output	catalyst	C00010	Glul	R10484	Metabolite_GeneProduct	CoA	Glul	*		*	*	*		C00010_Glul	Enzyme	Solid				*				
input	catalyst	C00025	Glul	R00253	Metabolite_GeneProduct	L-Glutamate	Glul	*		*	*	*		C00025_Glul	Enzyme	Solid					*			
output	catalyst	C00064	Glul	R00253	Metabolite_GeneProduct	L-Glutamine	Glul	*		*	*	*		C00064_Glul	Enzyme	Solid			*	*	*			
output	catalyst	C00010	Glyat	R00395, R02452	Metabolite_GeneProduct	CoA	Glyat	*	*	*	*	*	*	C00010_Glyat	Enzyme	Solid	*			*	*	*		
input	catalyst	C00037	Glyat	R00395, R02452	Metabolite_GeneProduct	Glycine	Glyat		*	*	*		*	C00037_Glyat	Enzyme	Solid	*				*	*		
input	catalyst	C00040	Glyat	R00395	Metabolite_GeneProduct	Acyl-CoA	Glyat		*		*		*	C00040_Glyat	Enzyme	Dashed	*				*	*		
input	catalyst	C00512	Glyat	R02452	Metabolite_GeneProduct	Benzoyl-CoA	Glyat		*		*		*	C00512_Glyat	Enzyme	Dashed	*				*	*		
output	catalyst	C01586	Glyat	R02452	Metabolite_GeneProduct	Hippurate	Glyat		*	*	*		*	C01586_Glyat	Enzyme	Solid	*				*	*		
output	catalyst	C02055	Glyat	R00395	Metabolite_GeneProduct	N-Acylglycine	Glyat		*		*		*	C02055_Glyat	Enzyme	Dashed	*				*	*		
output	catalyst	C00010	Glyatl1	R05841	Metabolite_GeneProduct	CoA	Glyatl1	*	*	*	*	*	*	C00010_Glyatl1	Enzyme	Solid	*			*				
input	catalyst	C00037	Glyatl1	R05841	Metabolite_GeneProduct	Glycine	Glyatl1		*	*	*		*	C00037_Glyatl1	Enzyme	Solid	*							
input	catalyst	C00582	Glyatl1	R05841	Metabolite_GeneProduct	Phenylacetyl-CoA	Glyatl1		*		*		*	C00582_Glyatl1	Enzyme	Dashed	*							
output	catalyst	C00010	Glyatl2	R00395, R02452	Metabolite_GeneProduct	CoA	Glyatl2	*	*	*	*	*	*	C00010_Glyatl2	Enzyme	Solid				*			*	
input	catalyst	C00037	Glyatl2	R00395, R02452	Metabolite_GeneProduct	Glycine	Glyatl2		*	*	*		*	C00037_Glyatl2	Enzyme	Solid							*	
input	catalyst	C00040	Glyatl2	R00395	Metabolite_GeneProduct	Acyl-CoA	Glyatl2		*		*		*	C00040_Glyatl2	Enzyme	Dashed							*	
input	catalyst	C00512	Glyatl2	R02452	Metabolite_GeneProduct	Benzoyl-CoA	Glyatl2		*		*		*	C00512_Glyatl2	Enzyme	Dashed							*	
output	catalyst	C01586	Glyatl2	R02452	Metabolite_GeneProduct	Hippurate	Glyatl2		*	*	*		*	C01586_Glyatl2	Enzyme	Solid							*	
output	catalyst	C02055	Glyatl2	R00395	Metabolite_GeneProduct	N-Acylglycine	Glyatl2		*		*		*	C02055_Glyatl2	Enzyme	Dashed							*	
output	catalyst	C00025	Gmps	R01231, R08244	Metabolite_GeneProduct	L-Glutamate	Gmps	*		*	*	*		C00025_Gmps	Enzyme	Solid					*			
input	catalyst	C00064	Gmps	R01231, R08244	Metabolite_GeneProduct	L-Glutamine	Gmps	*		*	*	*		C00064_Gmps	Enzyme	Solid			*	*	*			
output	catalyst	C00144	Gmps	R01230, R01231	Metabolite_GeneProduct	GMP	Gmps	*		*	*	*		C00144_Gmps	Enzyme	Solid	*	*					*	
input	catalyst	C00002	Gne	R02650, R02705	Metabolite_GeneProduct	ATP	Gne		*	*	*		*	C00002_Gne	Enzyme	Solid	*		*					
output	catalyst	C00008	Gne	R02650, R02705	Metabolite_GeneProduct	ADP	Gne		*	*	*		*	C00008_Gne	Enzyme	Solid	*		*					
output	catalyst	C00015	Gne	R00414	Metabolite_GeneProduct	UDP	Gne		*	*	*		*	C00015_Gne	Enzyme	Solid	*		*					
input	catalyst	C00043	Gne	R00414	Metabolite_GeneProduct	UDP-N-acetyl-alpha-D-glucosamine	Gne	*	*	*	*	*	*	C00043_Gne	Enzyme	Solid	*		*				*	
input	catalyst	C00645	Gne	R02705	Metabolite_GeneProduct	N-Acetyl-D-mannosamine	Gne		*		*		*	C00645_Gne	Enzyme	Dashed	*		*					
output	catalyst	C00010	Gnpat	R01013	Metabolite_GeneProduct	CoA	Gnpat	*		*	*	*		C00010_Gnpat	Enzyme	Solid				*				
input	catalyst	C00111	Gnpat	R01013	Metabolite_GeneProduct	Glycerone phosphate	Gnpat	*		*	*	*		C00111_Gnpat	Enzyme	Solid	*							
output	catalyst	C00025	Got1	R00355, R00694, R00734, R00895, R02433, R02619, R05052	Metabolite_GeneProduct	L-Glutamate	Got1	*		*	*	*		C00025_Got1	Enzyme	Solid					*			
input	catalyst	C00049	Got1	R00355	Metabolite_GeneProduct	L-Aspartate	Got1	*		*	*	*		C00049_Got1	Enzyme	Solid	*				*			
input	catalyst	C00097	Got1	R00895, R00896	Metabolite_GeneProduct	L-Cysteine	Got1	*		*	*	*		C00097_Got1	Enzyme	Solid			*				*	*
output	catalyst	C00025	Got2	R00355, R00694, R00734, R00895, R01956, R02433, R02619, R04171, R05052, R12688	Metabolite_GeneProduct	L-Glutamate	Got2	*		*	*	*		C00025_Got2	Enzyme	Solid					*			
input	catalyst	C00049	Got2	R00355	Metabolite_GeneProduct	L-Aspartate	Got2	*		*	*	*		C00049_Got2	Enzyme	Solid	*				*			
input	catalyst	C00097	Got2	R00895, R00896	Metabolite_GeneProduct	L-Cysteine	Got2	*		*	*	*		C00097_Got2	Enzyme	Solid			*				*	*
input	catalyst	C00010	Gpat2	R02241	Metabolite_GeneProduct	CoA	Gpat2	*		*	*	*		C00010_Gpat2	Enzyme	Solid				*				
input	catalyst	C00010	Gpat3	R02241	Metabolite_GeneProduct	CoA	Gpat3	*		*	*	*		C00010_Gpat3	Enzyme	Solid				*				
output	catalyst	C00114	Gpcpd1	R01030	Metabolite_GeneProduct	Choline	Gpcpd1	*		*	*	*		C00114_Gpcpd1	Enzyme	Solid	*	*			*			
input	catalyst	C00670	Gpcpd1	R01030	Metabolite_GeneProduct	sn-Glycero-3-phosphocholine	Gpcpd1	*		*	*	*		C00670_Gpcpd1	Enzyme	Solid					*			
