type1	type2	mappingID1	mappingID2	Reaction ID	Relationship	pair1	pair2	SeedNode1	SeedNode2	detectedPair1	detectedPair2	SigNode1	SigNode2	sorted_pairs	EdgeColor	EdgeLine	8_diff	7_diff	6_diff	5_diff	4_diff	3_diff	2_diff	1_diff
input	catalyst	C00422	Cel	R01369, R02250	Metabolite_GeneProduct	Triacylglycerol	Cel	*		*	*	*		C00422_Cel	Enzyme	Solid					*	*		
input	catalyst	C00641	Cel	R02687, R02688	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Cel	*		*	*	*		C00641_Cel	Enzyme	Solid					*		*	*
input	catalyst	C02530	Cel	R01462	Metabolite_GeneProduct	Cholesterol ester	Cel	*		*	*	*		C02530_Cel	Enzyme	Solid					*			
output	catalyst	C00157	Cept1	R01321	Metabolite_GeneProduct	Phosphatidylcholine	Cept1	*		*	*	*		C00157_Cept1	Enzyme	Solid	*				*			
output	catalyst	C00350	Cept1	R02057	Metabolite_GeneProduct	Phosphatidylethanolamine	Cept1	*		*	*	*		C00350_Cept1	Enzyme	Solid					*			
input	catalyst	C00641	Cept1	R01321, R02057, R04920, R04922	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Cept1	*		*	*	*		C00641_Cept1	Enzyme	Solid					*		*	*
output	catalyst	C00010	Cers4	R01496, R06517, R06527	Metabolite_GeneProduct	CoA	Cers4	*		*	*	*		C00010_Cers4	Enzyme	Solid				*				
input	catalyst	C12144	Cers4	R06527	Metabolite_GeneProduct	Phytosphingosine	Cers4	*		*	*	*		C12144_Cers4	Enzyme	Solid			*					
input	catalyst	C00002	Chkb	R01021, R01468	Metabolite_GeneProduct	ATP	Chkb		*	*	*		*	C00002_Chkb	Enzyme	Solid	*							
output	catalyst	C00008	Chkb	R01021, R01468	Metabolite_GeneProduct	ADP	Chkb		*	*	*		*	C00008_Chkb	Enzyme	Solid	*							
input	catalyst	C00114	Chkb	R01021	Metabolite_GeneProduct	Choline	Chkb	*	*	*	*	*	*	C00114_Chkb	Enzyme	Solid	*	*			*			
input	catalyst	C00189	Chkb	R01468	Metabolite_GeneProduct	Ethanolamine	Chkb		*	*	*		*	C00189_Chkb	Enzyme	Solid	*							
output	catalyst	C00346	Chkb	R01468	Metabolite_GeneProduct	Ethanolamine phosphate	Chkb		*	*	*		*	C00346_Chkb	Enzyme	Solid	*							
output	catalyst	C00588	Chkb	R01021	Metabolite_GeneProduct	Choline phosphate	Chkb		*	*	*		*	C00588_Chkb	Enzyme	Solid	*							
output	catalyst	C00157	Chpt1	R01321	Metabolite_GeneProduct	Phosphatidylcholine	Chpt1	*		*	*	*		C00157_Chpt1	Enzyme	Solid	*				*			
input	catalyst	C00641	Chpt1	R01321, R04922	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Chpt1	*		*	*	*		C00641_Chpt1	Enzyme	Solid					*		*	*
output	catalyst	C00025	Cisd1	R00895	Metabolite_GeneProduct	L-Glutamate	Cisd1	*		*	*	*		C00025_Cisd1	Enzyme	Solid					*			
input	catalyst	C00097	Cisd1	R00895	Metabolite_GeneProduct	L-Cysteine	Cisd1	*		*	*	*		C00097_Cisd1	Enzyme	Solid			*				*	*
input	catalyst	C00051	Clic1	R01108	Metabolite_GeneProduct	Glutathione	Clic1	*		*	*	*		C00051_Clic1	Enzyme	Solid			*	*				
output	catalyst	C00127	Clic1	R01108	Metabolite_GeneProduct	Glutathione disulfide	Clic1	*		*	*	*		C00127_Clic1	Enzyme	Solid							*	
output	catalyst	C00010	Clock	R03552	Metabolite_GeneProduct	CoA	Clock	*	*	*	*	*	*	C00010_Clock	Enzyme	Solid		*		*				
input	catalyst	C00024	Clock	R03552	Metabolite_GeneProduct	Acetyl-CoA	Clock		*	*	*		*	C00024_Clock	Enzyme	Solid		*						
input	catalyst	C00010	Clybl	R00472	Metabolite_GeneProduct	CoA	Clybl	*		*	*	*		C00010_Clybl	Enzyme	Solid				*				
output	catalyst	C00044	Cmpk1	R00330	Metabolite_GeneProduct	GTP	Cmpk1	*		*	*	*		C00044_Cmpk1	Enzyme	Solid	*	*						
output	catalyst	C00063	Cmpk1	R00570	Metabolite_GeneProduct	CTP	Cmpk1	*		*	*	*		C00063_Cmpk1	Enzyme	Solid	*							
output	catalyst	C00075	Cmpk1	R00156	Metabolite_GeneProduct	UTP	Cmpk1	*		*	*	*		C00075_Cmpk1	Enzyme	Solid	*	*				*	*	*
output	catalyst	C00135	Cndp1	R01166, R01992	Metabolite_GeneProduct	L-Histidine	Cndp1	*		*	*	*		C00135_Cndp1	Enzyme	Solid			*	*			*	
output	catalyst	C00334	Cndp1	R01992	Metabolite_GeneProduct	4-Aminobutanoate	Cndp1	*		*	*	*		C00334_Cndp1	Enzyme	Solid					*			
output	catalyst	C00135	Cndp2	R01166, R01992	Metabolite_GeneProduct	L-Histidine	Cndp2	*		*	*	*		C00135_Cndp2	Enzyme	Solid			*	*			*	
output	catalyst	C00334	Cndp2	R01992	Metabolite_GeneProduct	4-Aminobutanoate	Cndp2	*		*	*	*		C00334_Cndp2	Enzyme	Solid					*			
input	catalyst	C00051	Cp	R00274, R12578	Metabolite_GeneProduct	Glutathione	Cp	*		*	*	*		C00051_Cp	Enzyme	Solid			*	*				
output	catalyst	C00127	Cp	R00274, R12578	Metabolite_GeneProduct	Glutathione disulfide	Cp	*		*	*	*		C00127_Cp	Enzyme	Solid							*	
output	catalyst	C00010	Crot	R03779	Metabolite_GeneProduct	CoA	Crot	*	*	*	*	*	*	C00010_Crot	Enzyme	Solid	*	*		*	*	*	*	*
input	catalyst	C00049	Csad	R00489	Metabolite_GeneProduct	L-Aspartate	Csad	*		*	*	*		C00049_Csad	Enzyme	Solid	*				*			
output	catalyst	C00025	Ctps2	R00573	Metabolite_GeneProduct	L-Glutamate	Ctps2	*		*	*	*		C00025_Ctps2	Enzyme	Solid					*			
output	catalyst	C00063	Ctps2	R00571, R00573	Metabolite_GeneProduct	CTP	Ctps2	*		*	*	*		C00063_Ctps2	Enzyme	Solid	*							
input	catalyst	C00064	Ctps2	R00573	Metabolite_GeneProduct	L-Glutamine	Ctps2	*		*	*	*		C00064_Ctps2	Enzyme	Solid			*	*	*			
input	catalyst	C00075	Ctps2	R00571, R00573	Metabolite_GeneProduct	UTP	Ctps2	*		*	*	*		C00075_Ctps2	Enzyme	Solid	*	*				*	*	*
input	catalyst	C00422	Daglb	R01369, R02250	Metabolite_GeneProduct	Triacylglycerol	Daglb	*		*	*	*		C00422_Daglb	Enzyme	Solid					*	*		
input	catalyst	C00641	Daglb	R02687, R02688	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Daglb	*		*	*	*		C00641_Daglb	Enzyme	Solid					*		*	*
input	catalyst	C00010	Dgat1	R02251	Metabolite_GeneProduct	CoA	Dgat1	*		*	*	*		C00010_Dgat1	Enzyme	Solid				*				
input	catalyst	C00422	Dgat1	R02251	Metabolite_GeneProduct	Triacylglycerol	Dgat1	*		*	*	*		C00422_Dgat1	Enzyme	Solid					*	*		
input	catalyst	C00473	Dgat1	R02366, R02367	Metabolite_GeneProduct	Retinol	Dgat1	*		*	*	*		C00473_Dgat1	Enzyme	Solid							*	*
input	catalyst	C00641	Dgat1	R02694	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Dgat1	*		*	*	*		C00641_Dgat1	Enzyme	Solid					*		*	*
input	catalyst	C00010	Dgat2	R02251	Metabolite_GeneProduct	CoA	Dgat2	*		*	*	*		C00010_Dgat2	Enzyme	Solid				*				
input	catalyst	C00422	Dgat2	R02251	Metabolite_GeneProduct	Triacylglycerol	Dgat2	*		*	*	*		C00422_Dgat2	Enzyme	Solid					*	*		
input	catalyst	C00473	Dgat2	R02366, R02367	Metabolite_GeneProduct	Retinol	Dgat2	*		*	*	*		C00473_Dgat2	Enzyme	Solid							*	*
input	catalyst	C00641	Dgat2	R02694	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Dgat2	*		*	*	*		C00641_Dgat2	Enzyme	Solid					*		*	*
input	catalyst	C00002	Dgkq	R02240, R04126	Metabolite_GeneProduct	ATP	Dgkq		*	*	*		*	C00002_Dgkq	Enzyme	Solid	*							
output	catalyst	C00008	Dgkq	R02240, R04126	Metabolite_GeneProduct	ADP	Dgkq		*	*	*		*	C00008_Dgkq	Enzyme	Solid	*							
output	catalyst	C00416	Dgkq	R02240	Metabolite_GeneProduct	Phosphatidate	Dgkq		*	*	*		*	C00416_Dgkq	Enzyme	Solid	*							
input	catalyst	C00641	Dgkq	R02240	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Dgkq	*	*	*	*	*	*	C00641_Dgkq	Enzyme	Solid	*				*		*	*
output	catalyst	C00004	Dhrs9	R02124, R02476, R04330, R04831, R04834, R04844, R04847	Metabolite_GeneProduct	NADH	Dhrs9		*	*	*		*	C00004_Dhrs9	Enzyme	Solid				*				
output	catalyst	C00005	Dhrs9	R02477	Metabolite_GeneProduct	NADPH	Dhrs9		*	*	*		*	C00005_Dhrs9	Enzyme	Solid				*				
input	catalyst	C00473	Dhrs9	R02124	Metabolite_GeneProduct	Retinol	Dhrs9	*	*	*	*	*	*	C00473_Dhrs9	Enzyme	Solid				*			*	*
output	catalyst	C05472	Dhrs9	R04834	Metabolite_GeneProduct	Urocortisol	Dhrs9		*	*	*		*	C05472_Dhrs9	Enzyme	Solid				*				
output	catalyst	C00010	Elovl5	R07758, R09419, R10825	Metabolite_GeneProduct	CoA	Elovl5	*	*	*	*	*	*	C00010_Elovl5	Enzyme	Solid				*			*	
input	catalyst	C00016	Enpp1	R00160	Metabolite_GeneProduct	FAD	Enpp1	*		*	*	*		C00016_Enpp1	Enzyme	Solid					*			
input	catalyst	C00029	Enpp1	R00287	Metabolite_GeneProduct	UDP-glucose	Enpp1	*		*	*	*		C00029_Enpp1	Enzyme	Solid							*	
input	catalyst	C00044	Enpp1	R00426	Metabolite_GeneProduct	GTP	Enpp1	*		*	*	*		C00044_Enpp1	Enzyme	Solid	*	*						
input	catalyst	C00063	Enpp1	R00515	Metabolite_GeneProduct	CTP	Enpp1	*		*	*	*		C00063_Enpp1	Enzyme	Solid	*							
input	catalyst	C00075	Enpp1	R00662	Metabolite_GeneProduct	UTP	Enpp1	*		*	*	*		C00075_Enpp1	Enzyme	Solid	*	*				*	*	*
output	catalyst	C00144	Enpp1	R00426	Metabolite_GeneProduct	GMP	Enpp1	*		*	*	*		C00144_Enpp1	Enzyme	Solid	*	*					*	
output	catalyst	C00114	Enpp2	R01310	Metabolite_GeneProduct	Choline	Enpp2	*		*	*	*		C00114_Enpp2	Enzyme	Solid	*	*			*			
input	catalyst	C00157	Enpp2	R01310	Metabolite_GeneProduct	Phosphatidylcholine	Enpp2	*		*	*	*		C00157_Enpp2	Enzyme	Solid	*				*			
input	catalyst	C00350	Enpp2	R02051	Metabolite_GeneProduct	Phosphatidylethanolamine	Enpp2	*		*	*	*		C00350_Enpp2	Enzyme	Solid					*			
input	catalyst	C00002	Enpp3	R00087	Metabolite_GeneProduct	ATP	Enpp3		*	*	*		*	C00002_Enpp3	Enzyme	Solid						*	*	
input	catalyst	C00016	Enpp3	R00160	Metabolite_GeneProduct	FAD	Enpp3	*	*	*	*	*	*	C00016_Enpp3	Enzyme	Solid					*	*	*	
output	catalyst	C00020	Enpp3	R00087, R00103, R00160, R03004, R03036	Metabolite_GeneProduct	AMP	Enpp3		*	*	*		*	C00020_Enpp3	Enzyme	Solid						*	*	
input	catalyst	C00029	Enpp3	R00287	Metabolite_GeneProduct	UDP-glucose	Enpp3	*	*	*	*	*	*	C00029_Enpp3	Enzyme	Solid						*	*	
input	catalyst	C00044	Enpp3	R00426	Metabolite_GeneProduct	GTP	Enpp3	*	*	*	*	*	*	C00044_Enpp3	Enzyme	Solid	*	*				*	*	
output	catalyst	C00055	Enpp3	R00515	Metabolite_GeneProduct	CMP	Enpp3		*	*	*		*	C00055_Enpp3	Enzyme	Solid						*	*	
input	catalyst	C00063	Enpp3	R00515	Metabolite_GeneProduct	CTP	Enpp3	*	*	*	*	*	*	C00063_Enpp3	Enzyme	Solid	*					*	*	
input	catalyst	C00075	Enpp3	R00662	Metabolite_GeneProduct	UTP	Enpp3	*	*	*	*	*	*	C00075_Enpp3	Enzyme	Solid	*	*				*	*	*
output	catalyst	C00105	Enpp3	R00287, R00662	Metabolite_GeneProduct	UMP	Enpp3		*	*	*		*	C00105_Enpp3	Enzyme	Solid						*	*	
output	catalyst	C00144	Enpp3	R00426	Metabolite_GeneProduct	GMP	Enpp3	*	*	*	*	*	*	C00144_Enpp3	Enzyme	Solid	*	*				*	*	
output	catalyst	C00455	Enpp3	R00103	Metabolite_GeneProduct	Nicotinamide D-ribonucleotide	Enpp3		*	*	*		*	C00455_Enpp3	Enzyme	Solid						*	*	
input	catalyst	C00459	Enpp3	R11323	Metabolite_GeneProduct	dTTP	Enpp3		*	*	*		*	C00459_Enpp3	Enzyme	Solid						*	*	
input	catalyst	C00044	Entpd1	R00335	Metabolite_GeneProduct	GTP	Entpd1	*		*	*	*		C00044_Entpd1	Enzyme	Solid	*	*						
input	catalyst	C00063	Entpd1	R00569	Metabolite_GeneProduct	CTP	Entpd1	*		*	*	*		C00063_Entpd1	Enzyme	Solid	*							
input	catalyst	C00075	Entpd1	R00159	Metabolite_GeneProduct	UTP	Entpd1	*		*	*	*		C00075_Entpd1	Enzyme	Solid	*	*				*	*	*
output	catalyst	C00144	Entpd1	R00328	Metabolite_GeneProduct	GMP	Entpd1	*		*	*	*		C00144_Entpd1	Enzyme	Solid	*	*					*	
input	catalyst	C00015	Entpd5	R00155	Metabolite_GeneProduct	UDP	Entpd5		*	*	*		*	C00015_Entpd5	Enzyme	Solid					*			
input	catalyst	C00035	Entpd5	R00328	Metabolite_GeneProduct	GDP	Entpd5		*	*	*		*	C00035_Entpd5	Enzyme	Solid					*			
output	catalyst	C00105	Entpd5	R00155	Metabolite_GeneProduct	UMP	Entpd5		*	*	*		*	C00105_Entpd5	Enzyme	Solid					*			
output	catalyst	C00130	Entpd5	R00961	Metabolite_GeneProduct	IMP	Entpd5		*	*	*		*	C00130_Entpd5	Enzyme	Solid					*			
output	catalyst	C00144	Entpd5	R00328	Metabolite_GeneProduct	GMP	Entpd5	*	*	*	*	*	*	C00144_Entpd5	Enzyme	Solid	*	*			*		*	
input	catalyst	C00044	Entpd8	R00335	Metabolite_GeneProduct	GTP	Entpd8	*		*	*	*		C00044_Entpd8	Enzyme	Solid	*	*						
input	catalyst	C00063	Entpd8	R00569	Metabolite_GeneProduct	CTP	Entpd8	*		*	*	*		C00063_Entpd8	Enzyme	Solid	*							
input	catalyst	C00075	Entpd8	R00159	Metabolite_GeneProduct	UTP	Entpd8	*		*	*	*		C00075_Entpd8	Enzyme	Solid	*	*				*	*	*
output	catalyst	C00144	Entpd8	R00328	Metabolite_GeneProduct	GMP	Entpd8	*		*	*	*		C00144_Entpd8	Enzyme	Solid	*	*					*	
input	catalyst	C00005	Fasn	R05188, R07763, R10116, R10120	Metabolite_GeneProduct	NADPH	Fasn		*	*	*		*	C00005_Fasn	Enzyme	Solid					*			
output	catalyst	C00010	Fasn	R01624, R01626, R05188	Metabolite_GeneProduct	CoA	Fasn	*	*	*	*	*	*	C00010_Fasn	Enzyme	Solid				*	*			
input	catalyst	C00024	Fasn	R01624, R05188	Metabolite_GeneProduct	Acetyl-CoA	Fasn		*	*	*		*	C00024_Fasn	Enzyme	Solid					*			
output	catalyst	C00249	Fasn	R01706	Metabolite_GeneProduct	Hexadecanoic acid	Fasn		*	*	*		*	C00249_Fasn	Enzyme	Solid					*			
output	catalyst	C00712	Fasn	R02814	Metabolite_GeneProduct	(9Z)-Octadecenoic acid	Fasn		*	*	*		*	C00712_Fasn	Enzyme	Solid					*			
output	catalyst	C01530	Fasn	R08163	Metabolite_GeneProduct	Octadecanoic acid	Fasn		*	*	*		*	C01530_Fasn	Enzyme	Solid					*			
output	catalyst	C06424	Fasn	R08159	Metabolite_GeneProduct	Tetradecanoic acid	Fasn	*	*	*	*	*	*	C06424_Fasn	Enzyme	Solid					*		*	
output	catalyst	C00085	Fbp1	R00762	Metabolite_GeneProduct	D-Fructose 6-phosphate	Fbp1	*		*	*	*		C00085_Fbp1	Enzyme	Solid	*							
output	catalyst	C05382	Fbp1	R01845	Metabolite_GeneProduct	Sedoheptulose 7-phosphate	Fbp1	*		*	*	*		C05382_Fbp1	Enzyme	Solid	*							
output	catalyst	C00085	Fbp2	R00762	Metabolite_GeneProduct	D-Fructose 6-phosphate	Fbp2	*		*	*	*		C00085_Fbp2	Enzyme	Solid	*							
output	catalyst	C05382	Fbp2	R01845	Metabolite_GeneProduct	Sedoheptulose 7-phosphate	Fbp2	*		*	*	*		C05382_Fbp2	Enzyme	Solid	*							
input	catalyst	C00005	Fmo1	R03344, R04523, R05623, R08266	Metabolite_GeneProduct	NADPH	Fmo1		*	*	*		*	C00005_Fmo1	Enzyme	Solid						*	*	
output	catalyst	C01104	Fmo1	R05623	Metabolite_GeneProduct	Trimethylamine N-oxide	Fmo1	*	*	*	*	*	*	C01104_Fmo1	Enzyme	Solid			*	*		*	*	
output	catalyst	C00004	G6pd	R10520, R10907	Metabolite_GeneProduct	NADH	G6pd		*	*	*		*	C00004_G6pd	Enzyme	Solid	*				*			
output	catalyst	C00005	G6pd	R00835, R02736	Metabolite_GeneProduct	NADPH	G6pd		*	*	*		*	C00005_G6pd	Enzyme	Solid	*				*			
input	catalyst	C00092	G6pd	R00835, R10520	Metabolite_GeneProduct	D-Glucose 6-phosphate	G6pd	*	*	*	*	*	*	C00092_G6pd	Enzyme	Solid	*				*			
input	catalyst	C00029	Gale	R00291	Metabolite_GeneProduct	UDP-glucose	Gale	*		*	*	*		C00029_Gale	Enzyme	Solid							*	
input	catalyst	C00043	Gale	R00418	Metabolite_GeneProduct	UDP-N-acetyl-alpha-D-glucosamine	Gale	*		*	*	*		C00043_Gale	Enzyme	Solid							*	
input	catalyst	C00025	Gatb	R03905, R04212	Metabolite_GeneProduct	L-Glutamate	Gatb	*		*	*	*		C00025_Gatb	Enzyme	Solid					*			
output	catalyst	C00064	Gatb	R03905, R04212	Metabolite_GeneProduct	L-Glutamine	Gatb	*		*	*	*		C00064_Gatb	Enzyme	Solid			*	*	*			
input	catalyst	C00025	Gatc	R03905, R04212	Metabolite_GeneProduct	L-Glutamate	Gatc	*		*	*	*		C00025_Gatc	Enzyme	Solid					*			
output	catalyst	C00064	Gatc	R03905, R04212	Metabolite_GeneProduct	L-Glutamine	Gatc	*		*	*	*		C00064_Gatc	Enzyme	Solid			*	*	*			
input	catalyst	C00062	Gatm	R00565, R01686, R01989	Metabolite_GeneProduct	L-Arginine	Gatm	*		*	*	*		C00062_Gatm	Enzyme	Solid		*						
input	catalyst	C00334	Gatm	R01989	Metabolite_GeneProduct	4-Aminobutanoate	Gatm	*		*	*	*		C00334_Gatm	Enzyme	Solid					*			
output	catalyst	C00124	Gba2	R03617, R13179	Metabolite_GeneProduct	D-Galactose	Gba2	*		*	*	*		C00124_Gba2	Enzyme	Solid							*	
input	catalyst	C02686	Gba2	R03617	Metabolite_GeneProduct	Galactosylceramide	Gba2	*		*	*	*		C02686_Gba2	Enzyme	Solid	*							
input	catalyst	C00044	Gch1	R00424, R00428	Metabolite_GeneProduct	GTP	Gch1	*	*	*	*	*	*	C00044_Gch1	Enzyme	Solid	*	*			*			
input	catalyst	C00002	Gck	R00299, R00760, R00867, R01326, R01600, R01786, R01961, R02848, R02865, R03920	Metabolite_GeneProduct	ATP	Gck		*	*	*		*	C00002_Gck	Enzyme	Solid					*			
output	catalyst	C00008	Gck	R00299, R00760, R00867, R01326, R01600, R01786, R01961, R02848, R02865, R03920	Metabolite_GeneProduct	ADP	Gck		*	*	*		*	C00008_Gck	Enzyme	Solid					*			
input	catalyst	C00031	Gck	R00299, R00725, R01139	Metabolite_GeneProduct	D-Glucose	Gck		*	*	*		*	C00031_Gck	Enzyme	Solid					*			
output	catalyst	C00085	Gck	R00760, R00876, R01140	Metabolite_GeneProduct	D-Fructose 6-phosphate	Gck	*	*	*	*	*	*	C00085_Gck	Enzyme	Solid	*				*			
output	catalyst	C00092	Gck	R00299, R00725, R01139	Metabolite_GeneProduct	D-Glucose 6-phosphate	Gck	*	*	*	*	*	*	C00092_Gck	Enzyme	Solid	*				*			
input	catalyst	C00131	Gck	R01139, R01140, R01330, R01965, R02850, R02868	Metabolite_GeneProduct	dATP	Gck		*	*	*		*	C00131_Gck	Enzyme	Solid					*			
output	catalyst	C00025	Gfpt1	R00768	Metabolite_GeneProduct	L-Glutamate	Gfpt1	*		*	*	*		C00025_Gfpt1	Enzyme	Solid					*			
input	catalyst	C00064	Gfpt1	R00768	Metabolite_GeneProduct	L-Glutamine	Gfpt1	*		*	*	*		C00064_Gfpt1	Enzyme	Solid			*	*	*			
input	catalyst	C00085	Gfpt1	R00768	Metabolite_GeneProduct	D-Fructose 6-phosphate	Gfpt1	*		*	*	*		C00085_Gfpt1	Enzyme	Solid	*							
output	catalyst	C00025	Gfpt2	R00768	Metabolite_GeneProduct	L-Glutamate	Gfpt2	*		*	*	*		C00025_Gfpt2	Enzyme	Solid					*			
input	catalyst	C00064	Gfpt2	R00768	Metabolite_GeneProduct	L-Glutamine	Gfpt2	*		*	*	*		C00064_Gfpt2	Enzyme	Solid			*	*	*			
input	catalyst	C00085	Gfpt2	R00768	Metabolite_GeneProduct	D-Fructose 6-phosphate	Gfpt2	*		*	*	*		C00085_Gfpt2	Enzyme	Solid	*							
input	catalyst	C00025	Ggt1	R03970, R03971	Metabolite_GeneProduct	L-Glutamate	Ggt1	*		*	*	*		C00025_Ggt1	Enzyme	Solid					*			
input	catalyst	C00051	Ggt1	R00494, R01262	Metabolite_GeneProduct	Glutathione	Ggt1	*		*	*	*		C00051_Ggt1	Enzyme	Solid			*	*				
input	catalyst	C00025	Ggt7	R03970, R03971	Metabolite_GeneProduct	L-Glutamate	Ggt7	*		*	*	*		C00025_Ggt7	Enzyme	Solid					*			
input	catalyst	C00051	Ggt7	R00494, R01262	Metabolite_GeneProduct	Glutathione	Ggt7	*		*	*	*		C00051_Ggt7	Enzyme	Solid			*	*				
output	catalyst	C00004	Glud1	R00145, R00243	Metabolite_GeneProduct	NADH	Glud1		*	*	*		*	C00004_Glud1	Enzyme	Solid					*			
output	catalyst	C00005	Glud1	R00146, R00248	Metabolite_GeneProduct	NADPH	Glud1		*	*	*		*	C00005_Glud1	Enzyme	Solid					*			
input	catalyst	C00025	Glud1	R00243, R00248	Metabolite_GeneProduct	L-Glutamate	Glud1	*	*	*	*	*	*	C00025_Glud1	Enzyme	Solid					*			
output	catalyst	C00026	Glud1	R00243, R00248	Metabolite_GeneProduct	2-Oxoglutarate	Glud1		*	*	*		*	C00026_Glud1	Enzyme	Solid					*			
output	catalyst	C00010	Glul	R10484	Metabolite_GeneProduct	CoA	Glul	*		*	*	*		C00010_Glul	Enzyme	Solid				*				
input	catalyst	C00025	Glul	R00253	Metabolite_GeneProduct	L-Glutamate	Glul	*		*	*	*		C00025_Glul	Enzyme	Solid					*			
output	catalyst	C00064	Glul	R00253	Metabolite_GeneProduct	L-Glutamine	Glul	*		*	*	*		C00064_Glul	Enzyme	Solid			*	*	*			
output	catalyst	C00010	Glyat	R00395, R02452	Metabolite_GeneProduct	CoA	Glyat	*	*	*	*	*	*	C00010_Glyat	Enzyme	Solid	*			*	*	*		
input	catalyst	C00037	Glyat	R00395, R02452	Metabolite_GeneProduct	Glycine	Glyat		*	*	*		*	C00037_Glyat	Enzyme	Solid	*				*	*		
output	catalyst	C01586	Glyat	R02452	Metabolite_GeneProduct	Hippurate	Glyat		*	*	*		*	C01586_Glyat	Enzyme	Solid	*				*	*		
output	catalyst	C00010	Glyatl1	R05841	Metabolite_GeneProduct	CoA	Glyatl1	*	*	*	*	*	*	C00010_Glyatl1	Enzyme	Solid	*			*				
input	catalyst	C00037	Glyatl1	R05841	Metabolite_GeneProduct	Glycine	Glyatl1		*	*	*		*	C00037_Glyatl1	Enzyme	Solid	*							
output	catalyst	C00010	Glyatl2	R00395, R02452	Metabolite_GeneProduct	CoA	Glyatl2	*	*	*	*	*	*	C00010_Glyatl2	Enzyme	Solid				*			*	
input	catalyst	C00037	Glyatl2	R00395, R02452	Metabolite_GeneProduct	Glycine	Glyatl2		*	*	*		*	C00037_Glyatl2	Enzyme	Solid							*	
output	catalyst	C01586	Glyatl2	R02452	Metabolite_GeneProduct	Hippurate	Glyatl2		*	*	*		*	C01586_Glyatl2	Enzyme	Solid							*	
output	catalyst	C00025	Gmps	R01231, R08244	Metabolite_GeneProduct	L-Glutamate	Gmps	*		*	*	*		C00025_Gmps	Enzyme	Solid					*			
input	catalyst	C00064	Gmps	R01231, R08244	Metabolite_GeneProduct	L-Glutamine	Gmps	*		*	*	*		C00064_Gmps	Enzyme	Solid			*	*	*			
output	catalyst	C00144	Gmps	R01230, R01231	Metabolite_GeneProduct	GMP	Gmps	*		*	*	*		C00144_Gmps	Enzyme	Solid	*	*					*	
input	catalyst	C00002	Gne	R02650, R02705	Metabolite_GeneProduct	ATP	Gne		*	*	*		*	C00002_Gne	Enzyme	Solid	*		*					
output	catalyst	C00008	Gne	R02650, R02705	Metabolite_GeneProduct	ADP	Gne		*	*	*		*	C00008_Gne	Enzyme	Solid	*		*					
output	catalyst	C00015	Gne	R00414	Metabolite_GeneProduct	UDP	Gne		*	*	*		*	C00015_Gne	Enzyme	Solid	*		*					
input	catalyst	C00043	Gne	R00414	Metabolite_GeneProduct	UDP-N-acetyl-alpha-D-glucosamine	Gne	*	*	*	*	*	*	C00043_Gne	Enzyme	Solid	*		*				*	
output	catalyst	C00010	Gnpat	R01013	Metabolite_GeneProduct	CoA	Gnpat	*		*	*	*		C00010_Gnpat	Enzyme	Solid				*				
input	catalyst	C00111	Gnpat	R01013	Metabolite_GeneProduct	Glycerone phosphate	Gnpat	*		*	*	*		C00111_Gnpat	Enzyme	Solid	*							
output	catalyst	C00025	Got1	R00355, R00694, R00734, R00895, R02433, R02619, R05052	Metabolite_GeneProduct	L-Glutamate	Got1	*		*	*	*		C00025_Got1	Enzyme	Solid					*			
input	catalyst	C00049	Got1	R00355	Metabolite_GeneProduct	L-Aspartate	Got1	*		*	*	*		C00049_Got1	Enzyme	Solid	*				*			
input	catalyst	C00097	Got1	R00895, R00896	Metabolite_GeneProduct	L-Cysteine	Got1	*		*	*	*		C00097_Got1	Enzyme	Solid			*				*	*
output	catalyst	C00025	Got2	R00355, R00694, R00734, R00895, R01956, R02433, R02619, R04171, R05052, R12688	Metabolite_GeneProduct	L-Glutamate	Got2	*		*	*	*		C00025_Got2	Enzyme	Solid					*			
input	catalyst	C00049	Got2	R00355	Metabolite_GeneProduct	L-Aspartate	Got2	*		*	*	*		C00049_Got2	Enzyme	Solid	*				*			
input	catalyst	C00097	Got2	R00895, R00896	Metabolite_GeneProduct	L-Cysteine	Got2	*		*	*	*		C00097_Got2	Enzyme	Solid			*				*	*
input	catalyst	C00010	Gpat2	R02241	Metabolite_GeneProduct	CoA	Gpat2	*		*	*	*		C00010_Gpat2	Enzyme	Solid				*				
input	catalyst	C00010	Gpat3	R02241	Metabolite_GeneProduct	CoA	Gpat3	*		*	*	*		C00010_Gpat3	Enzyme	Solid				*				
output	catalyst	C00114	Gpcpd1	R01030	Metabolite_GeneProduct	Choline	Gpcpd1	*		*	*	*		C00114_Gpcpd1	Enzyme	Solid	*	*			*			
input	catalyst	C00670	Gpcpd1	R01030	Metabolite_GeneProduct	sn-Glycero-3-phosphocholine	Gpcpd1	*		*	*	*		C00670_Gpcpd1	Enzyme	Solid					*			
