mappingID1	MetaboliteName	chemical_formula	protein_accession	ProteinName	UniProt	protein_type	mappingID2	detectedPair1	detectedPair2	EdgeColor	EdgeLine	sorted_pairs	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08358	Dedicator of cytokinesis protein 7	Q96N67	Unknown	Dock7	*	*	Unknown	Solid	HMDB0001273_Dock7								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08359	Dedicator of cytokinesis protein 8	Q8NF50	Unknown	Dock8	*	*	Unknown	Solid	HMDB0001273_Dock8								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08371	Elongation factor Ts, mitochondrial	P43897	Unknown	Tsfm	*	*	Unknown	Solid	HMDB0001273_Tsfm								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08387	Exocyst complex component 8	Q8IYI6	Unknown	Exoc8	*	*	Unknown	Solid	HMDB0001273_Exoc8								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08397	GTPase-activating protein and VPS9 domain-containing protein 1	Q14C86	Unknown	Gapvd1	*	*	Unknown	Solid	HMDB0001273_Gapvd1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08399	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	P62879	Unknown	Gnb2	*	*	Unknown	Solid	HMDB0001273_Gnb2								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08401	Guanine nucleotide-binding protein subunit beta-4	Q9HAV0	Unknown	Gnb4	*	*	Unknown	Solid	HMDB0001273_Gnb4								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08402	Guanine nucleotide-binding protein subunit beta-5	O14775	Unknown	Gnb5	*	*	Unknown	Solid	HMDB0001273_Gnb5								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08405	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	Q9UBI6	Unknown	Gng12	*	*	Unknown	Solid	HMDB0001273_Gng12								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08408	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3	P63215	Unknown	Gng3	*	*	Unknown	Solid	HMDB0001273_Gng3								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08412	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-8	Q9UK08	Unknown	Gng8	*	*	Unknown	Solid	HMDB0001273_Gng8								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08431	Guanine nucleotide-binding protein-like 1	P36915	Unknown	Gnl1	*	*	Unknown	Solid	HMDB0001273_Gnl1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08437	RAS guanyl-releasing protein 4	Q8TDF6	Unknown	Rasgrp4	*	*	Unknown	Solid	HMDB0001273_Rasgrp4								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08447	Probable E3 ubiquitin-protein ligase HERC1	Q15751	Unknown	Herc1	*	*	Unknown	Solid	HMDB0001273_Herc1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08470	IQ motif and SEC7 domain-containing protein 1	Q6DN90	Unknown	Iqsec1	*	*	Unknown	Solid	HMDB0001273_Iqsec1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08479	Guanine nucleotide exchange factor DBS	O15068	Unknown	Mcf2l	*	*	Unknown	Solid	HMDB0001273_Mcf2l								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08485	Serine/threonine-protein kinase MRCK alpha	Q5VT25	Unknown	Cdc42bpa	*	*	Unknown	Solid	HMDB0001273_Cdc42bpa								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08486	Serine/threonine-protein kinase MRCK beta	Q9Y5S2	Unknown	Cdc42bpb	*	*	Unknown	Solid	HMDB0001273_Cdc42bpb								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08487	Serine/threonine-protein kinase MRCK gamma	Q6DT37	Unknown	Cdc42bpg	*	*	Unknown	Solid	HMDB0001273_Cdc42bpg								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08492	Nucleolar protein 8	Q76FK4	Unknown	Nol8	*	*	Unknown	Solid	HMDB0001273_Nol8								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08506	Plexin-B1	O43157	Unknown	Plxnb1	*	*	Unknown	Solid	HMDB0001273_Plxnb1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08511	Ras-related protein Rab-5B	P61020	Unknown	Rab5b	*	*	Unknown	Solid	HMDB0001273_Rab5b								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08518	Ran-binding protein 3	Q9H6Z4	Unknown	Ranbp3	*	*	Unknown	Solid	HMDB0001273_Ranbp3								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08549	Rho GTPase-activating protein 21	Q5T5U3	Unknown	Arhgap21	*	*	Unknown	Solid	HMDB0001273_Arhgap21								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08551	Rho-related GTP-binding protein RhoF	Q9HBH0	Unknown	Rhof	*	*	Unknown	Solid	HMDB0001273_Rhof								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08554	Synembryn-A	Q9NPQ8	Unknown	Ric8a	*	*	Unknown	Solid	HMDB0001273_Ric8a								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08556	Ras and Rab interactor 1	Q13671	Unknown	Rin1	*	*	Unknown	Solid	HMDB0001273_Rin1		*						
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08557	Ras and Rab interactor 2	Q8WYP3	Unknown	Rin2	*	*	Unknown	Solid	HMDB0001273_Rin2								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08558	Ras and Rab interactor 3	Q8TB24	Unknown	Rin3	*	*	Unknown	Solid	HMDB0001273_Rin3								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08559	GTP-binding protein Rit1	Q92963	Unknown	Rit1	*	*	Unknown	Solid	HMDB0001273_Rit1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08563	Rap guanine nucleotide exchange factor 5	Q92565	Unknown	Rapgef5	*	*	Unknown	Solid	HMDB0001273_Rapgef5								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08565	Ras-related GTP-binding protein A	Q7L523	Unknown	Rraga	*	*	Unknown	Solid	HMDB0001273_Rraga								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08566	Ras-related GTP-binding protein B	Q5VZM2	Unknown	RragB	*	*	Unknown	Solid	HMDB0001273_RragB								*
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08567	Ras-related GTP-binding protein C	Q9HB90	Unknown	Rragc	*	*	Unknown	Solid	HMDB0001273_Rragc								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08568	Ras-related GTP-binding protein D	Q9NQL2	Unknown	Rragd	*	*	Unknown	Solid	HMDB0001273_Rragd								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08583	Protein sprouty homolog 4	Q9C004	Unknown	Spry4	*	*	Unknown	Solid	HMDB0001273_Spry4								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08584	Secretion-regulating guanine nucleotide exchange factor	Q9UGK8	Unknown	Sergef	*	*	Unknown	Solid	HMDB0001273_Sergef								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08594	Tubulin alpha-1B chain	P68363	Unknown	Tuba1c	*	*	Unknown	Solid	HMDB0001273_Tuba1c								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08595	Tubulin alpha-1C chain	Q9BQE3	Unknown	Tuba1c	*	*	Unknown	Solid	HMDB0001273_Tuba1c								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08602	Tubulin beta-2A chain	Q13885	Unknown	Tubb2a	*	*	Unknown	Solid	HMDB0001273_Tubb2a								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08609	T-lymphoma invasion and metastasis-inducing protein 2	Q8IVF5	Unknown	Tiam2	*	*	Unknown	Solid	HMDB0001273_Tiam2								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08615	Guanine nucleotide exchange factor VAV3	Q9UKW4	Unknown	Vav3	*	*	Unknown	Solid	HMDB0001273_Vav3								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP08623	Protein XRP2	O75695	Unknown	Rp2	*	*	Unknown	Solid	HMDB0001273_Rp2								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP09122	Rho-related GTP-binding protein RhoU	Q7L0Q8	Enzyme	Rhou	*	*	Enzyme	Solid	HMDB0001273_Rhou								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP09344	DNA-directed RNA polymerase III subunit RPC1	O14802	Enzyme	Polr3a	*	*	Enzyme	Solid	HMDB0001273_Polr3a								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP09345	DNA-directed RNA polymerase I subunit RPA1	O95602	Enzyme	Polr1a	*	*	Enzyme	Solid	HMDB0001273_Polr1a								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP09347	DNA-directed RNA polymerases I and III subunit RPAC2	Q9Y2S0	Enzyme	Polr1d	*	*	Enzyme	Solid	HMDB0001273_Polr1d								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP09350	POLR1C protein	Q96HT3	Enzyme	Polr1c	*	*	Enzyme	Solid	HMDB0001273_Polr1c								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP10758	Guanine nucleotide-binding protein G(i) subunit alpha-1	P63096	Unknown	Gnai1	*	*	Unknown	Solid	HMDB0001273_Gnai1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP10759	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas	Q5JWF2	Unknown	Gnas	*	*	Unknown	Solid	HMDB0001273_Gnas								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP10954	Guanine nucleotide exchange factor VAV2	P52735	Unknown	Vav2	*	*	Unknown	Solid	HMDB0001273_Vav2								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP10973	Ras guanyl-releasing protein 3	Q8IV61	Unknown	Rasgrp3	*	*	Unknown	Solid	HMDB0001273_Rasgrp3								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11013	Protein RCC2	Q9P258	Enzyme	Rcc2	*	*	Enzyme	Solid	HMDB0001273_Rcc2								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11014	Protein very KIND	Q76NI1	Enzyme	Kndc1	*	*	Enzyme	Solid	HMDB0001273_Kndc1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11450	Abl interactor 1	Q8IZP0	Unknown	Abi1	*	*	Unknown	Solid	HMDB0001273_Abi1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11453	G-protein-signaling modulator 1	Q86YR5	Unknown	Gpsm1	*	*	Unknown	Solid	HMDB0001273_Gpsm1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11454	GTP-binding protein GEM	P55040	Unknown	Gem	*	*	Unknown	Solid	HMDB0001273_Gem								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11456	Guanine nucleotide binding protein-like 1	B0V0L1	Unknown	Gnl1	*	*	Unknown	Solid	HMDB0001273_Gnl1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11457	Rho guanine nucleotide exchange factor 6	Q15052	Unknown	Arhgef6	*	*	Unknown	Solid	HMDB0001273_Arhgef6								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11458	Guanine nucleotide-binding protein subunit alpha-14	O95837	Unknown	Gna14	*	*	Unknown	Solid	HMDB0001273_Gna14								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11459	PH and SEC7 domain-containing protein 4	Q8NDX1	Unknown	Psd4	*	*	Unknown	Solid	HMDB0001273_Psd4								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11460	Rho guanine nucleotide exchange factor 9	O43307	Unknown	Arhgef9	*	*	Unknown	Solid	HMDB0001273_Arhgef9								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11461	Guanine nucleotide-binding protein G(k) subunit alpha	P08754	Unknown	Gnai3	*	*	Unknown	Solid	HMDB0001273_Gnai3								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11462	Epithelial cell-transforming sequence 2 oncogene-like	Q008S8	Unknown	Ect2l	*	*	Unknown	Solid	HMDB0001273_Ect2l								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11463	Pleckstrin homology domain-containing family G member 6	Q3KR16	Unknown	Plekhg6	*	*	Unknown	Solid	HMDB0001273_Plekhg6								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11464	Guanine nucleotide-binding protein G(i) subunit alpha-2	P04899	Unknown	Gnai2	*	*	Unknown	Solid	HMDB0001273_Gnai2								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11466	Guanine nucleotide-binding protein G(t) subunit alpha-2	P19087	Unknown	Gnat2	*	*	Unknown	Solid	HMDB0001273_Gnat2								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11467	Rho guanine nucleotide exchange factor 37	A1IGU5	Unknown	Arhgef37	*	*	Unknown	Solid	HMDB0001273_Arhgef37								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11468	PH and SEC7 domain-containing protein 3	Q9NYI0	Unknown	Psd3	*	*	Unknown	Solid	HMDB0001273_Psd3								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11470	Guanine nucleotide-binding protein G(o) subunit alpha	P09471	Unknown	Gnao1	*	*	Unknown	Solid	HMDB0001273_Gnao1						*		
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11471	Ras-GEF domain-containing family member 1B	Q0VAM2	Unknown	Rasgef1b	*	*	Unknown	Solid	HMDB0001273_Rasgef1b								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11472	Rho guanine nucleotide exchange factor 18	Q6ZSZ5	Unknown	Arhgef18	*	*	Unknown	Solid	HMDB0001273_Arhgef18								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11473	ALS2 C-terminal-like protein	Q60I27	Unknown	Als2cl	*	*	Unknown	Solid	HMDB0001273_Als2cl								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11474	Switch-associated protein 70	Q9UH65	Unknown	Swap70	*	*	Unknown	Solid	HMDB0001273_Swap70								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11475	Ras-specific guanine nucleotide-releasing factor RalGPS2	Q86X27	Unknown	Ralgps2	*	*	Unknown	Solid	HMDB0001273_Ralgps2								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11476	FERM, RhoGEF and pleckstrin domain-containing protein 2	O94887	Unknown	Farp2	*	*	Unknown	Solid	HMDB0001273_Farp2								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11478	Guanine nucleotide-binding protein subunit alpha-13	Q14344	Unknown	Gna13	*	*	Unknown	Solid	HMDB0001273_Gna13								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11481	Rho guanine nucleotide exchange factor 7	Q14155	Unknown	Arhgef7	*	*	Unknown	Solid	HMDB0001273_Arhgef7								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11482	Guanine nucleotide binding protein (G protein), alpha 14	B1ALW3	Unknown	Gna14	*	*	Unknown	Solid	HMDB0001273_Gna14								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11483	Guanine nucleotide binding protein-like 1	A2AB27	Unknown	Gnl1	*	*	Unknown	Solid	HMDB0001273_Gnl1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11484	Guanine nucleotide-binding protein subunit alpha-12	Q03113	Unknown	Gna12	*	*	Unknown	Solid	HMDB0001273_Gna12								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11485	Ras-specific guanine nucleotide-releasing factor RalGPS1	Q5JS13	Unknown	Ralgps1	*	*	Unknown	Solid	HMDB0001273_Ralgps1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11486	Rho guanine nucleotide exchange factor 11	O15085	Unknown	Arhgef11	*	*	Unknown	Solid	HMDB0001273_Arhgef11								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11487	Growth factor receptor-bound protein 2	P62993	Unknown	Grb2	*	*	Unknown	Solid	HMDB0001273_Grb2								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11489	Rho guanine nucleotide exchange factor 10-like protein	Q9HCE6	Unknown	Arhgef10l	*	*	Unknown	Solid	HMDB0001273_Arhgef10l								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11492	Prolactin regulatory element-binding protein	Q9HCU5	Unknown	Preb	*	*	Unknown	Solid	HMDB0001273_Preb								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11494	Guanine nucleotide exchange factor for Rab-3A	Q8TBN0	Unknown	Rab3il1	*	*	Unknown	Solid	HMDB0001273_Rab3il1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11495	Engulfment and cell motility protein 1	Q92556	Unknown	Elmo1	*	*	Unknown	Solid	HMDB0001273_Elmo1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11496	GRB2-related adapter protein	Q13588	Unknown	Grap	*	*	Unknown	Solid	HMDB0001273_Grap								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11498	Engulfment and cell motility protein 3	Q96BJ8	Unknown	Elmo3	*	*	Unknown	Solid	HMDB0001273_Elmo3								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11500	Differentially expressed in FDCP 6 homolog	Q9H4E7	Unknown	Def6	*	*	Unknown	Solid	HMDB0001273_Def6								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11501	Alpha-catulin	Q9UBT7	Unknown	Ctnnal1	*	*	Unknown	Solid	HMDB0001273_Ctnnal1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11505	Rho guanine nucleotide exchange factor 17	Q96PE2	Unknown	Arhgef17	*	*	Unknown	Solid	HMDB0001273_Arhgef17								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11507	Rho guanine nucleotide exchange factor 12	Q9NZN5	Unknown	Arhgef12	*	*	Unknown	Solid	HMDB0001273_Arhgef12								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11508	Ephexin-1	Q8N5V2	Unknown	Ngef	*	*	Unknown	Solid	HMDB0001273_Ngef								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11509	Guanine nucleotide binding protein-like 1	B0V0L0	Unknown	Gnl1	*	*	Unknown	Solid	HMDB0001273_Gnl1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11510	Guanine nucleotide-binding protein G(olf) subunit alpha	P38405	Unknown	Gnal	*	*	Unknown	Solid	HMDB0001273_Gnal								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11511	Guanine nucleotide-binding protein subunit alpha-15	P30679	Unknown	Gna15	*	*	Unknown	Solid	HMDB0001273_Gna15								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11512	Rho guanine nucleotide exchange factor 3	Q9NR81	Unknown	Arhgef3	*	*	Unknown	Solid	HMDB0001273_Arhgef3								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11852	Nucleoside diphosphate kinase homolog 5	P56597	Unknown	Nme5	*	*	Unknown	Solid	HMDB0001273_Nme5		*	*					*
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11911	DNA-directed RNA polymerases I, II, and III subunit RPABC1	P19388	Unknown	Polr2e	*	*	Unknown	Solid	HMDB0001273_Polr2e								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11912	DNA-directed RNA polymerases I, II, and III subunit RPABC2	P61218	Unknown	Polr2f	*	*	Unknown	Solid	HMDB0001273_Polr2f								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11916	DNA-directed RNA polymerases I and III subunit RPAC1	O15160	Unknown	Polr1c	*	*	Unknown	Solid	HMDB0001273_Polr1c								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11918	DNA-directed RNA polymerase II subunit RPB11-a	P52435	Unknown	Polr2j	*	*	Unknown	Solid	HMDB0001273_Polr2j								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11920	DNA-directed RNA polymerase II subunit RPB3	P19387	Unknown	Polr2c	*	*	Unknown	Solid	HMDB0001273_Polr2c								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11921	DNA-directed RNA polymerase II subunit RPB4	O15514	Unknown	Polr2d	*	*	Unknown	Solid	HMDB0001273_Polr2d								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11922	DNA-directed RNA polymerase II subunit RPB7	P62487	Unknown	Polr2g	*	*	Unknown	Solid	HMDB0001273_Polr2g								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11924	DNA-directed RNA polymerase III subunit RPC3	Q9BUI4	Unknown	Polr3c	*	*	Unknown	Solid	HMDB0001273_Polr3c								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11925	DNA-directed RNA polymerase III subunit RPC5	Q9NVU0	Unknown	Polr3e	*	*	Unknown	Solid	HMDB0001273_Polr3e								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP11926	DNA-directed RNA polymerase III subunit RPC6	Q9H1D9	Unknown	Polr3f	*	*	Unknown	Solid	HMDB0001273_Polr3f								
HMDB0001316	6-Phosphogluconic acid	C6H13O10P	HMDBP00329	GDH/6PGL endoplasmic bifunctional protein	O95479	Unknown	H6pd	*	*	Unknown	Solid	HMDB0001316_H6pd	*							
HMDB0001321	D-Erythrose 4-phosphate	C4H9O7P	HMDBP00805	Transketolase	P29401	Unknown	Tkt	*	*	Unknown	Solid	HMDB0001321_Tkt	*							
HMDB0001321	D-Erythrose 4-phosphate	C4H9O7P	HMDBP00979	Fructose-bisphosphate aldolase C	P09972	Enzyme	Aldoc	*	*	Enzyme	Solid	HMDB0001321_Aldoc	*							
HMDB0001341	ADP	C10H15N5O10P2	HMDBP00010	ATP-citrate synthase	P53396	Enzyme	Acly	*	*	Enzyme	Solid	HMDB0001341_Acly								
HMDB0001341	ADP	C10H15N5O10P2	HMDBP00210	Glucokinase	P35557	Enzyme	Gck	*	*	Enzyme	Solid	HMDB0001341_Gck		*			*			
HMDB0001341	ADP	C10H15N5O10P2	HMDBP00220	Diacylglycerol kinase theta	P52824	Unknown	Dgkq	*	*	Unknown	Solid	HMDB0001341_Dgkq								
HMDB0001341	ADP	C10H15N5O10P2	HMDBP00332	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase	Q9Y223	Enzyme	Gne	*	*	Enzyme	Solid	HMDB0001341_Gne								
HMDB0001341	ADP	C10H15N5O10P2	HMDBP00369	ADP-dependent glucokinase	Q9BRR6	Unknown	Adpgk	*	*	Unknown	Solid	HMDB0001341_Adpgk								
HMDB0001341	ADP	C10H15N5O10P2	HMDBP00777	Choline/ethanolamine kinase	Q9Y259	Enzyme	Chkb	*	*	Enzyme	Solid	HMDB0001341_Chkb								
HMDB0001341	ADP	C10H15N5O10P2	HMDBP00879	Ectonucleoside triphosphate diphosphohydrolase 5	O75356	Unknown	Entpd5	*	*	Unknown	Solid	HMDB0001341_Entpd5								
HMDB0001341	ADP	C10H15N5O10P2	HMDBP02597	Serine/threonine-protein kinase B-raf	P15056	Unknown	Braf	*	*	Unknown	Solid	HMDB0001341_Braf								
HMDB0001341	ADP	C10H15N5O10P2	HMDBP08487	Serine/threonine-protein kinase MRCK gamma	Q6DT37	Unknown	Cdc42bpg	*	*	Unknown	Solid	HMDB0001341_Cdc42bpg								
HMDB0001341	ADP	C10H15N5O10P2	HMDBP08844	Carnosine synthase 1	A5YM72	Unknown	Carns1	*	*	Unknown	Solid	HMDB0001341_Carns1							*	
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP00084	Ectonucleoside triphosphate diphosphohydrolase 1	P49961	Unknown	Entpd1	*	*	Unknown	Solid	HMDB0001397_Entpd1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP00085	Soluble calcium-activated nucleotidase 1	Q8WVQ1	Unknown	Cant1	*	*	Unknown	Solid	HMDB0001397_Cant1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP00431	Inosine triphosphate pyrophosphatase	Q9BY32	Unknown	Itpa	*	*	Unknown	Solid	HMDB0001397_Itpa								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP00438	Adenine phosphoribosyltransferase	P07741	Enzyme	Aprt	*	*	Enzyme	Solid	HMDB0001397_Aprt								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP00475	Hypoxanthine-guanine phosphoribosyltransferase	P00492	Unknown	Hprt1	*	*	Unknown	Solid	HMDB0001397_Hprt1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP00592	GMP synthase [glutamine-hydrolyzing]	P49915	Unknown	Gmps	*	*	Unknown	Solid	HMDB0001397_Gmps								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP00609	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	Q07343	Unknown	Pde4b	*	*	Unknown	Solid	HMDB0001397_Pde4b								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP00621	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	P50583	Unknown	Nudt2	*	*	Unknown	Solid	HMDB0001397_Nudt2								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP00877	Ectonucleoside triphosphate diphosphohydrolase 4	Q9Y227	Unknown	Entpd4	*	*	Unknown	Solid	HMDB0001397_Entpd4								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP00879	Ectonucleoside triphosphate diphosphohydrolase 5	O75356	Unknown	Entpd5	*	*	Unknown	Solid	HMDB0001397_Entpd5								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP01063	Atrial natriuretic peptide receptor 2	P20594	Unknown	Npr2	*	*	Unknown	Solid	HMDB0001397_Npr2								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP01069	Atrial natriuretic peptide receptor 1	P16066	Unknown	Npr1	*	*	Unknown	Solid	HMDB0001397_Npr1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP01070	Heat-stable enterotoxin receptor	P25092	Unknown	Gucy2c	*	*	Unknown	Solid	HMDB0001397_Gucy2c		*				*		
