sorted_pairs	ReactionID	type1	type2	mappingID1	mappingID2	Reaction ID	Relationship	pair1	pair2	SeedNode1	SeedNode2	detectedPair1	detectedPair2	SigNode1	SigNode2	Entity1	Entity2	EdgeColor	Direction	concordant	EdgeLine	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny
57613_A0A0G2JYY6	R-RNO-9865579	input	catalyst	57613	A0A0G2JYY6	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	Coq10a [mitochondrial inner membrane]	*		*	*	*		Complex	Complex	Enzyme or transporter	input_catalyst		Solid									
57613_A0A0G2K0X0	R-RNO-1482850	input	catalyst	57613	A0A0G2K0X0	R-RNO-1482850	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	Tafazzin [mitochondrial inner membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid									
57613_A0A8I5ZWG1	R-RNO-9865579	input	catalyst	57613	A0A8I5ZWG1	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	SCO2 [mitochondrial inner membrane]	*		*		*		Complex	Complex	Enzyme or transporter	input_catalyst		Dashed									
57613_B0K018	R-RNO-1602398	input	catalyst	57613	B0K018	R-RNO-1602398	Metabolite_GeneProduct	PE [plasma membrane]	Pla2g12a [extracellular region]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
57613_B2GV22	R-RNO-1483089	input	catalyst	57613	B2GV22	R-RNO-1483089	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Ptdss2 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid									
57613_B4F7D7	R-RNO-1482962	output	catalyst	57613	B4F7D7	R-RNO-1482962	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Selenoi [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid									
57613_C0HLM6	R-RNO-9865579	input	input	C0HLM6	57613	R-RNO-9865579	Metabolite_GeneProduct	Smim20 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
57613_D2KX21	R-RNO-8858298	input	catalyst	57613	D2KX21	R-RNO-8858298	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Plaat1 [cytosol]	*		*	*	*		SimpleEntity	CandidateSet	Enzyme or transporter	input_catalyst		Solid									
57613_D3Z8B0	R-RNO-9865579	input	catalyst	57613	D3Z8B0	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	Cox16 [mitochondrial inner membrane]	*		*	*	*		Complex	Complex	Enzyme or transporter	input_catalyst		Solid									
57613_D3Z9B7	R-RNO-1482828, R-RNO-1482884	input	catalyst	57613	D3Z9B7	R-RNO-1482828, R-RNO-1482884	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Pla2g4f [cytosol]	*		*		*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Dashed									
57613_D3Z9I1	R-RNO-9865579	input	input	D3Z9I1	57613	R-RNO-9865579	Metabolite_GeneProduct	Coa3 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
57613_D3ZGN6	R-RNO-1602398	input	catalyst	57613	D3ZGN6	R-RNO-1602398	Metabolite_GeneProduct	PE [plasma membrane]	Pla2g3 [extracellular region]	*		*		*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Dashed									
57613_D3ZLB5	R-RNO-1602398	input	catalyst	57613	D3ZLB5	R-RNO-1602398	Metabolite_GeneProduct	PE [plasma membrane]	PLA2G2F [extracellular region]	*		*		*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Dashed									
57613_D3ZNJ0	R-RNO-9865579	input	catalyst	57613	D3ZNJ0	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	Cox11 [mitochondrial inner membrane]	*		*	*	*		Complex	Complex	Enzyme or transporter	input_catalyst		Solid									
57613_D3ZQH6	R-RNO-1482828, R-RNO-1482884	input	catalyst	57613	D3ZQH6	R-RNO-1482828, R-RNO-1482884	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Pla2g4d [cytosol]	*		*		*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Dashed									
57613_D3ZR52	R-RNO-1482646, R-RNO-1482667	output	catalyst	57613	D3ZR52	R-RNO-1482646, R-RNO-1482667	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Lpcat4 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*				*
57613_D3ZRC4	R-RNO-1482887	input	catalyst	57613	D3ZRC4	R-RNO-1482887	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Pnpla8 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
57613_D3ZXV2	R-RNO-163214	input	catalyst	D3ZXV2	57613	R-RNO-163214	Metabolite_GeneProduct	Cycsl3 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*		*		*	DefinedSet	Complex	Others	input_catalyst		Dashed									
57613_D4A1I6	R-RNO-1482884	input	catalyst	57613	D4A1I6	R-RNO-1482884	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Pla2g4b [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
57613_D4A414	R-RNO-9865579	input	catalyst	57613	D4A414	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	Cox15 [mitochondrial inner membrane]	*		*	*	*		Complex	Complex	Enzyme or transporter	input_catalyst		Solid									
57613_D4A5L9	R-RNO-163214	input	catalyst	D4A5L9	57613	R-RNO-163214	Metabolite_GeneProduct	Cycsl2 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*		*		*	DefinedSet	Complex	Others	input_catalyst		Dashed									
57613_E9PTA5	R-RNO-162798	input	catalyst	57613	E9PTA5	R-RNO-162798	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Pign [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid									
57613_F1LMQ4	R-RNO-1482892	input	catalyst	57613	F1LMQ4	R-RNO-1482892	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Pla2g4c [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid	*					*			*
57613_F1LPY6	R-RNO-1482828, R-RNO-1482884	input	catalyst	57613	F1LPY6	R-RNO-1482828, R-RNO-1482884	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Pla2g4e [cytosol]	*		*		*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Dashed									
57613_F1LV18	R-RNO-1482646, R-RNO-1482667	output	catalyst	57613	F1LV18	R-RNO-1482646, R-RNO-1482667	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Mboat1 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid									
57613_F7F420	R-RNO-1602398	input	catalyst	57613	F7F420	R-RNO-1602398	Metabolite_GeneProduct	PE [plasma membrane]	PLA2G2D [extracellular region]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
57613_G3V985	R-RNO-9865579	input	catalyst	57613	G3V985	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	SCO1 [mitochondrial inner membrane]	*		*	*	*		Complex	Complex	Enzyme or transporter	input_catalyst		Solid									
57613_P00406	R-RNO-9865579	input	input	57613	P00406	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	nascent MT-CO2 [mitochondrial inner membrane]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
57613_P04055	R-RNO-1602398	input	catalyst	57613	P04055	R-RNO-1602398	Metabolite_GeneProduct	PE [plasma membrane]	PLA2G1B [extracellular region]	*		*		*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Dashed									
57613_P05503	R-RNO-9865579	input	input	P05503	57613	R-RNO-9865579	Metabolite_GeneProduct	nascent MT-CO1 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
57613_P10888	R-RNO-9865579	input	input	P10888	57613	R-RNO-9865579	Metabolite_GeneProduct	Cox4i1 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
57613_P11240	R-RNO-9865579	input	input	P11240	57613	R-RNO-9865579	Metabolite_GeneProduct	Cox5a [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
57613_P11951	R-RNO-9865579	input	input	P11951	57613	R-RNO-9865579	Metabolite_GeneProduct	Cox6c2 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
57613_P14423	R-RNO-1482887, R-RNO-1602398	input	catalyst	57613	P14423	R-RNO-1482887, R-RNO-1602398	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane], PE [plasma membrane]	PLA2G2A [endoplasmic reticulum membrane], PLA2G2A [extracellular region]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
57613_P50393	R-RNO-1482828, R-RNO-1482884	input	catalyst	57613	P50393	R-RNO-1482828, R-RNO-1482884	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	PLA2G4A [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
57613_P51433	R-RNO-1602398	input	catalyst	57613	P51433	R-RNO-1602398	Metabolite_GeneProduct	PE [plasma membrane]	PLA2G5 [extracellular region]	*		*		*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Dashed									
57613_P53817	R-RNO-1482884, R-RNO-8858298	input	catalyst	57613	P53817	R-RNO-1482884, R-RNO-8858298	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Plaat3 [cytosol]	*		*	*	*		SimpleEntity	DefinedSet, CandidateSet	Enzyme or transporter	input_catalyst		Solid									
57613_P62898	R-RNO-163214	input	catalyst	P62898	57613	R-RNO-163214	Metabolite_GeneProduct	Cytochrome c (reduced) [mitochondrial inner membrane]	PE [mitochondrial inner membrane]	*	*	*	*	*	*	DefinedSet	Complex	Others	input_catalyst		Solid									
57613_P80431	R-RNO-9865579	input	input	P80431	57613	R-RNO-9865579	Metabolite_GeneProduct	Cox7b [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	EntityWithAccessionedSequence	Complex	SameComplex	input_input		Solid									
57613_P80432	R-RNO-9865579	input	input	P80432	57613	R-RNO-9865579	Metabolite_GeneProduct	Cox7c [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	EntityWithAccessionedSequence	Complex	SameComplex	input_input		Solid									
57613_P80433	R-RNO-9865579	input	input	57613	P80433	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	Cox8a [mitochondrial inner membrane]	*		*	*	*		Complex	DefinedSet	SameComplex	input_input		Solid									
57613_P97570	R-RNO-1482884	input	catalyst	57613	P97570	R-RNO-1482884	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Pla2g6 [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
57613_Q08388	R-RNO-1483174	input	catalyst	57613	Q08388	R-RNO-1483174	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	PEMT [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid									
57613_Q3T1J2	R-RNO-1482646, R-RNO-1482667	output	catalyst	57613	Q3T1J2	R-RNO-1482646, R-RNO-1482667	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Mboat2 [endoplasmic reticulum membrane]	*		*		*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Dashed									
57613_Q4KLN5	R-RNO-8858298	input	catalyst	57613	Q4KLN5	R-RNO-8858298	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Plaat5 [cytosol]	*		*		*		SimpleEntity	CandidateSet	Enzyme or transporter	input_catalyst		Dashed									
57613_Q5FVN0	R-RNO-1482646, R-RNO-1482667	output	catalyst	57613	Q5FVN0	R-RNO-1482646, R-RNO-1482667	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Lpcat3 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid									
57613_Q5I0I9	R-RNO-9865579	input	catalyst	57613	Q5I0I9	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	Coq10b [mitochondrial inner membrane]	*	*	*	*	*	*	Complex	Complex	Enzyme or transporter	input_catalyst		Solid									
57613_Q5U2V4	R-RNO-1482884	input	catalyst	57613	Q5U2V4	R-RNO-1482884	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	Plbd1 [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
57613_Q5U2X7	R-RNO-9865579	input	input	Q5U2X7	57613	R-RNO-9865579	Metabolite_GeneProduct	Timm21 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
57613_Q5XFV8	R-RNO-9865579	input	input	Q5XFV8	57613	R-RNO-9865579	Metabolite_GeneProduct	Cox14 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
57613_Q6AXM5	R-RNO-1482962	output	catalyst	57613	Q6AXM5	R-RNO-1482962	Metabolite_GeneProduct	PE [endoplasmic reticulum membrane]	CEPT1 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid									
57613_Q7TNN2	R-RNO-9865579	input	input	57613	Q7TNN2	R-RNO-9865579	Metabolite_GeneProduct	PE [mitochondrial inner membrane]	Cox8c [mitochondrial inner membrane]	*		*		*		Complex	DefinedSet	SameComplex	input_input		Dashed									
57613_Q91Y94	R-RNO-9865579	input	input	Q91Y94	57613	R-RNO-9865579	Metabolite_GeneProduct	Cox4i2 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*		*		*	Complex	Complex	SameComplex	input_input		Dashed									
57613_Q9QXU2	R-RNO-9865579	input	input	Q9QXU2	57613	R-RNO-9865579	Metabolite_GeneProduct	Surf1 [mitochondrial inner membrane]	PE [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
57613_Q9QZT3	R-RNO-1602398	input	catalyst	57613	Q9QZT3	R-RNO-1602398	Metabolite_GeneProduct	PE [plasma membrane]	PLA2G10 [extracellular region]	*		*		*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Dashed									
57632_P26260	R-RNO-1878002	input	input	57632	P26260	R-RNO-1878002	Metabolite_GeneProduct	UDP-Xyl [Golgi lumen]	Sdc1 [Golgi lumen]		*		*		*	SimpleEntity	DefinedSet	SameComplex	input_input		Dashed									
57643_57739	R-RNO-1483182	input	output	57643	57739	R-RNO-1483182	Metabolite_Metabolite	PC [endoplasmic reticulum membrane]	PA [endoplasmic reticulum membrane]	*		*		*		SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Dashed									
57643_57856	R-RNO-1483174	output	output	57643	57856	R-RNO-1483174	Metabolite_Metabolite	PC [endoplasmic reticulum membrane]	AdoHcy [cytosol]	*		*		*		SimpleEntity	SimpleEntity	SameComplex	output_output		Dashed									
57643_57880	R-RNO-1483087	input	input	57880	57643	R-RNO-1483087	Metabolite_Metabolite	PI [Golgi membrane]	PC [Golgi membrane]		*		*		*	Complex	SimpleEntity	SameComplex	input_input		Dashed									
57643_58168	R-RNO-8858298, R-RNO-111883	input	output	57643	58168	R-RNO-8858298	Metabolite_Metabolite	PC [endoplasmic reticulum membrane]	LysoPtdCho [endoplasmic reticulum membrane]	*		*		*		SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Dashed									
57643_59789	R-RNO-1483174	input	output	59789	57643	R-RNO-1483174	Metabolite_Metabolite	AdoMet [cytosol]	PC [endoplasmic reticulum membrane]		*		*		*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Dashed									
57643_60377	R-RNO-1482961	output	output	57643	60377	R-RNO-1482961	Metabolite_Metabolite	PC [endoplasmic reticulum membrane]	CMP [cytosol]	*		*		*		SimpleEntity	SimpleEntity	SameComplex	output_output		Dashed									
57643_60430	R-RNO-1482781	input	input	60430	57643	R-RNO-1482781	Metabolite_Metabolite	MLCL [mitochondrial inner membrane]	PC [mitochondrial inner membrane]		*		*		*	SimpleEntity	SimpleEntity	SameComplex	input_input		Dashed									
57643_61232	R-RNO-8858298	input	output	57643	61232	R-RNO-8858298	Metabolite_Metabolite	PC [endoplasmic reticulum membrane]	NAPE [endoplasmic reticulum membrane]	*		*		*		SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Dashed									
57643_64583	R-RNO-429786, R-RNO-429798	input	output	57643	64583	R-RNO-429786, R-RNO-429798	Metabolite_Metabolite	PC [plasma membrane], PC [Golgi membrane]	SPHM [plasma membrane], SPHM [Golgi membrane]	*	*	*	*	*	*	SimpleEntity	SimpleEntity	Metabolic Transformation	input_output		Solid									
57643_64716	R-RNO-5683714, R-RNO-5684862	input	input	57643	64716	R-RNO-5683714, R-RNO-5684862	Metabolite_Metabolite	PC [endoplasmic reticulum membrane], PC [lamellar body]	PG [endoplasmic reticulum membrane], PG [lamellar body]	*	*	*	*	*	*	DefinedSet	DefinedSet	SameComplex	input_input		Solid									
57643_83273	R-RNO-429786, R-RNO-429798	input	input	57643	83273	R-RNO-429786, R-RNO-429798	Metabolite_Metabolite	PC [plasma membrane], PC [Golgi membrane]	CERA [plasma membrane], CERA [Golgi membrane]	*		*		*		SimpleEntity	SimpleEntity	SameComplex	input_input		Dashed									
57643_A0A0G2K0X0	R-RNO-1482781	input	catalyst	57643	A0A0G2K0X0	R-RNO-1482781	Metabolite_GeneProduct	PC [mitochondrial inner membrane]	Tafazzin [mitochondrial inner membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid									
57643_A0A0G2K1Q8	R-RNO-5683714	input	catalyst	57643	A0A0G2K1Q8	R-RNO-5683714	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	ABCA3 [lamellar body membrane]	*		*	*	*		DefinedSet	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid									
57643_A0A0G2KB11	R-RNO-8873834, R-RNO-8873923	input	input	A0A0G2KB11	57643	R-RNO-8873834, R-RNO-8873923	Metabolite_GeneProduct	Stard10 [cytosol]	PC [endoplasmic reticulum membrane]		*	*	*		*	Complex, EntityWithAccessionedSequence	Complex, SimpleEntity	SameComplex	input_input		Solid									
57643_A0A8I6ATX5	R-RNO-8877153	input	input	57643	A0A8I6ATX5	R-RNO-8877153	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Stard7 [mitochondrial outer membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	SameComplex	input_input		Solid									
57643_B0K018	R-RNO-1602417	input	catalyst	57643	B0K018	R-RNO-1602417	Metabolite_GeneProduct	PC [plasma membrane]	Pla2g12a [extracellular region]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
57643_D2KX21	R-RNO-8858298	input	catalyst	57643	D2KX21	R-RNO-8858298	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Plaat1 [cytosol]	*		*	*	*		SimpleEntity	CandidateSet	Enzyme or transporter	input_catalyst		Solid									
57643_D3Z9B7	R-RNO-1482856, R-RNO-1482862	input	catalyst	57643	D3Z9B7	R-RNO-1482856, R-RNO-1482862	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Pla2g4f [cytosol]	*		*		*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Dashed									
57643_D3ZGN6	R-RNO-1602417	input	catalyst	57643	D3ZGN6	R-RNO-1602417	Metabolite_GeneProduct	PC [plasma membrane]	Pla2g3 [extracellular region]	*		*		*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Dashed									
57643_D3ZLB5	R-RNO-1602417	input	catalyst	57643	D3ZLB5	R-RNO-1602417	Metabolite_GeneProduct	PC [plasma membrane]	PLA2G2F [extracellular region]	*		*		*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Dashed									
57643_D3ZQH6	R-RNO-1482856, R-RNO-1482862	input	catalyst	57643	D3ZQH6	R-RNO-1482856, R-RNO-1482862	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Pla2g4d [cytosol]	*		*		*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Dashed									
57643_D3ZR52	R-RNO-1482533, R-RNO-1482547	output	catalyst	57643	D3ZR52	R-RNO-1482533, R-RNO-1482547	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Lpcat4 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid					*				*
57643_D3ZRC4	R-RNO-1482816	input	catalyst	57643	D3ZRC4	R-RNO-1482816	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Pnpla8 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
57643_D4A1I6	R-RNO-1482856, R-RNO-1482862	input	catalyst	57643	D4A1I6	R-RNO-1482856, R-RNO-1482862	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Pla2g4b [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
57643_F1LMQ4	R-RNO-1482816, R-RNO-1482827	input	catalyst	57643	F1LMQ4	R-RNO-1482816, R-RNO-1482827	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Pla2g4c [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet, EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Solid	*					*			*
57643_F1LPY6	R-RNO-1482862	input	catalyst	57643	F1LPY6	R-RNO-1482862	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Pla2g4e [cytosol]	*		*		*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Dashed									
57643_F7F420	R-RNO-1602417	input	catalyst	57643	F7F420	R-RNO-1602417	Metabolite_GeneProduct	PC [plasma membrane]	PLA2G2D [extracellular region]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
57643_O54728	R-RNO-1602399	input	catalyst	57643	O54728	R-RNO-1602399	Metabolite_GeneProduct	PC [plasma membrane]	Plb1 [plasma membrane]	*		*		*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	input_catalyst		Dashed									
57643_P04055	R-RNO-1602417	input	catalyst	57643	P04055	R-RNO-1602417	Metabolite_GeneProduct	PC [plasma membrane]	PLA2G1B [extracellular region]	*		*		*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Dashed									
57643_P11685	R-RNO-5684862	input	input	57643	P11685	R-RNO-5684862	Metabolite_GeneProduct	PC [lamellar body]	Sftpc [lamellar body]	*		*		*		DefinedSet	EntityWithAccessionedSequence	SameComplex	input_input		Dashed									
57643_P14423	R-RNO-1482816, R-RNO-1602417	input	catalyst	57643	P14423	R-RNO-1482816, R-RNO-1602417	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane], PC [plasma membrane]	PLA2G2A [endoplasmic reticulum membrane], PLA2G2A [extracellular region]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
57643_P22355	R-RNO-5684862	input	input	57643	P22355	R-RNO-5684862	Metabolite_GeneProduct	PC [lamellar body]	Sftpb [lamellar body]	*		*		*		DefinedSet	Complex	SameComplex	input_input		Dashed									
57643_P50393	R-RNO-1482856, R-RNO-1482862	input	catalyst	57643	P50393	R-RNO-1482856, R-RNO-1482862	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	PLA2G4A [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
57643_P51433	R-RNO-1602417	input	catalyst	57643	P51433	R-RNO-1602417	Metabolite_GeneProduct	PC [plasma membrane]	PLA2G5 [extracellular region]	*		*		*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Dashed									
57643_P53809	R-RNO-8873794	input	input	P53809	57643	R-RNO-8873794	Metabolite_GeneProduct	PCTP [cytosol]	PC [cytosol]		*	*	*		*	EntityWithAccessionedSequence	SimpleEntity	SameComplex	input_input		Solid									
57643_P53812	R-RNO-1483087, R-RNO-1483211, R-RNO-1483219, R-RNO-1483087, R-RNO-1483211	input	catalyst	57643	P53812	R-RNO-1483087, R-RNO-1483211, R-RNO-1483219	Metabolite_GeneProduct	PC [Golgi membrane], PC [endoplasmic reticulum membrane]	Pitpnb [Golgi membrane], Pitpnb [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity, Complex	Complex	Enzyme or transporter	input_catalyst		Solid									
57643_P53817	R-RNO-1482856, R-RNO-8858298	input	catalyst	57643	P53817	R-RNO-1482856, R-RNO-8858298	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Plaat3 [cytosol]	*		*	*	*		SimpleEntity	DefinedSet, CandidateSet	Enzyme or transporter	input_catalyst		Solid									
57643_P70496	R-RNO-1483182	input	catalyst	57643	P70496	R-RNO-1483182	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Pld1 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
57643_P70498	R-RNO-1483182	input	catalyst	57643	P70498	R-RNO-1483182	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Pld2 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
57643_P97570	R-RNO-1482856	input	catalyst	57643	P97570	R-RNO-1482856	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	Pla2g6 [cytosol]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	input_catalyst		Solid									
57643_Q08388	R-RNO-1483174	output	catalyst	57643	Q08388	R-RNO-1483174	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	PEMT [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid									
57643_Q1HAQ0	R-RNO-1482533, R-RNO-1482547, R-RNO-8873834	output	catalyst	57643	Q1HAQ0	R-RNO-1482533, R-RNO-1482547	Metabolite_GeneProduct	PC [endoplasmic reticulum membrane]	LPCAT1 [endoplasmic reticulum membrane]	*		*	*	*		SimpleEntity	DefinedSet	Enzyme or transporter	output_catalyst		Solid									
