mappingID1	MetaboliteName	chemical_formula	protein_accession	ProteinName	UniProt	protein_type	mappingID2	detectedPair1	detectedPair2	EdgeColor	EdgeLine	sorted_pairs	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00012	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	P11177	Enzyme	Pdhb	*	*	Enzyme	Solid	HMDB0001423_Pdhb									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00013	Acetyl-CoA acetyltransferase, cytosolic	Q9BWD1	Enzyme	Acat2	*	*	Enzyme	Solid	HMDB0001423_Acat2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00015	Diamine acetyltransferase 2	Q96F10	Enzyme	Sat2	*	*	Enzyme	Solid	HMDB0001423_Sat2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00020	Arylamine N-acetyltransferase 1	P18440	Enzyme	Nat1	*	*	Enzyme	Solid	HMDB0001423_Nat1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00021	Arylamine N-acetyltransferase 2	P11245	Enzyme	Nat1	*	*	Enzyme	Solid	HMDB0001423_Nat1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00029	Diamine acetyltransferase 1	P21673	Enzyme	Sat1	*	*	Enzyme	Solid	HMDB0001423_Sat1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00031	3-ketoacyl-CoA thiolase, mitochondrial	P42765	Enzyme	Acaa2	*	*	Enzyme	Solid	HMDB0001423_Acaa2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00033	Testis-specific chromodomain protein Y 1	Q9Y6F8	Enzyme	AABR07039112.1	*		Enzyme	Dashed	HMDB0001423_AABR07039112.1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00035	Fatty acid synthase	P49327	Enzyme	Fasn	*	*	Enzyme	Solid	HMDB0001423_Fasn									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00037	Acetyl-coenzyme A synthetase, cytoplasmic	Q9NR19	Enzyme	Acss2	*	*	Enzyme	Solid	HMDB0001423_Acss2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00044	Testis-specific chromodomain protein Y 2	Q9Y6F7	Enzyme	AABR07039112.1	*		Enzyme	Dashed	HMDB0001423_AABR07039112.1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00045	3-ketoacyl-CoA thiolase, peroxisomal	P09110	Enzyme	Acaa1b	*		Enzyme	Dashed	HMDB0001423_Acaa1b									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00046	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	P08559	Enzyme	Pdha1l1	*		Enzyme	Dashed	HMDB0001423_Pdha1l1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00048	Trifunctional enzyme subunit beta, mitochondrial	P55084	Enzyme	Hadhb	*	*	Enzyme	Solid	HMDB0001423_Hadhb									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00049	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	O75600	Enzyme	Gcat	*	*	Enzyme	Solid	HMDB0001423_Gcat									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00051	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	Q02252	Unknown	Aldh6a1	*	*	Unknown	Solid	HMDB0001423_Aldh6a1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00053	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	Q01581	Enzyme	Hmgcs1	*	*	Enzyme	Solid	HMDB0001423_Hmgcs1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00054	Dihydrolipoyl dehydrogenase, mitochondrial	P09622	Unknown	Dld	*	*	Unknown	Solid	HMDB0001423_Dld									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00055	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	P10515	Enzyme	Dlat	*	*	Enzyme	Solid	HMDB0001423_Dlat									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00243	Diacylglycerol O-acyltransferase 1	O75907	Enzyme	Dgat1	*	*	Enzyme	Solid	HMDB0001423_Dgat1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00307	Peroxisomal carnitine O-octanoyltransferase	Q9UKG9	Enzyme	Crot	*	*	Enzyme	Solid	HMDB0001423_Crot									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00308	Carnitine O-palmitoyltransferase 1, muscle isoform	Q92523	Enzyme	Cpt1b	*	*	Enzyme	Solid	HMDB0001423_Cpt1b									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00309	Carnitine O-palmitoyltransferase 1, liver isoform	P50416	Enzyme	Cpt1a	*	*	Enzyme	Solid	HMDB0001423_Cpt1a									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00311	Carnitine O-palmitoyltransferase 2, mitochondrial	P23786	Enzyme	Cpt2	*	*	Enzyme	Solid	HMDB0001423_Cpt2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00398	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial	Q8IVS2	Enzyme	Mcat	*	*	Enzyme	Solid	HMDB0001423_Mcat									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00499	Sterol O-acyltransferase 2	O75908	Enzyme	Soat2	*	*	Enzyme	Solid	HMDB0001423_Soat2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00504	Sterol O-acyltransferase 1	P35610	Enzyme	Soat1	*	*	Enzyme	Solid	HMDB0001423_Soat1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00515	N-acetylglutamate synthase, mitochondrial	Q8N159	Enzyme	Nags	*	*	Enzyme	Solid	HMDB0001423_Nags									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00549	Bile acid-CoA:amino acid N-acyltransferase	Q14032	Enzyme	Baat	*	*	Enzyme	Solid	HMDB0001423_Baat									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00570	Long-chain-fatty-acid--CoA ligase 4	O60488	Unknown	Acsl4	*	*	Unknown	Solid	HMDB0001423_Acsl4									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00577	Long-chain-fatty-acid--CoA ligase 1	P33121	Unknown	Acsl1	*	*	Unknown	Solid	HMDB0001423_Acsl1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00622	Long-chain-fatty-acid--CoA ligase 6	Q9UKU0	Unknown	Acsl6	*		Unknown	Dashed	HMDB0001423_Acsl6									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00644	Long-chain-fatty-acid--CoA ligase 5	Q9ULC5	Unknown	Acsl5	*	*	Unknown	Solid	HMDB0001423_Acsl5									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00647	Long-chain-fatty-acid--CoA ligase 3	O95573	Unknown	Acsl3	*	*	Unknown	Solid	HMDB0001423_Acsl3									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00838	Glycerol-3-phosphate acyltransferase 1, mitochondrial	Q9HCL2	Enzyme	Gpam	*	*	Enzyme	Solid	HMDB0001423_Gpam									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00889	Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	P53597	Unknown	Suclg1	*	*	Unknown	Solid	HMDB0001423_Suclg1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00891	Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial	Q96I99	Unknown	Suclg2	*	*	Unknown	Solid	HMDB0001423_Suclg2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00910	3-hydroxy-3-methylglutaryl-coenzyme A reductase	P04035	Enzyme	Hmgcr	*	*	Enzyme	Solid	HMDB0001423_Hmgcr									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00971	Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial	Q9P2R7	Unknown	Sucla2	*	*	Unknown	Solid	HMDB0001423_Sucla2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP01046	Cytosolic acyl coenzyme A thioester hydrolase	O00154	Enzyme	Acot7	*	*	Enzyme	Solid	HMDB0001423_Acot7									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP01047	Acyl-coenzyme A thioesterase 2, mitochondrial	P49753	Enzyme	Acot2	*	*	Enzyme	Solid	HMDB0001423_Acot2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP01048	Acyl-coenzyme A thioesterase 4	Q8N9L9	Enzyme	Acot4	*	*	Enzyme	Solid	HMDB0001423_Acot4									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP01049	Acyl-coenzyme A thioesterase 8	O14734	Enzyme	Acot8	*	*	Enzyme	Solid	HMDB0001423_Acot8									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP01051	Lysosomal thioesterase PPT2	Q9UMR5	Enzyme	Ppt2	*	*	Enzyme	Solid	HMDB0001423_Ppt2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP01543	Dihydroxyacetone phosphate acyltransferase	O15228	Enzyme	Gnpat	*	*	Enzyme	Solid	HMDB0001423_Gnpat									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP01577	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma	Q9NRZ7	Enzyme	Agpat3	*	*	Enzyme	Solid	HMDB0001423_Agpat3									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP01579	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	O15120	Enzyme	Agpat2	*	*	Enzyme	Solid	HMDB0001423_Agpat2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP01581	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha	Q99943	Enzyme	Agpat1	*	*	Enzyme	Solid	HMDB0001423_Agpat1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP01946	Very long-chain acyl-CoA synthetase	O14975	Enzyme	Slc27a2	*	*	Enzyme	Solid	HMDB0001423_Slc27a2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP02779	Ceramide synthase 1	P27544	Enzyme	Cers1	*	*	Enzyme	Solid	HMDB0001423_Cers1	*	*	*	*	*	*		*	*
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP02977	Phosphatidylinositol-glycan biosynthesis class W protein	Q7Z7B1	Enzyme	Znhit3	*	*	Enzyme	Solid	HMDB0001423_Znhit3									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP03003	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	Q9NUQ2	Enzyme	Agpat5	*	*	Enzyme	Solid	HMDB0001423_Agpat5									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP03055	Bile acyl-CoA synthetase	Q9Y2P5	Enzyme	Slc27a5	*	*	Enzyme	Solid	HMDB0001423_Slc27a5									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP03078	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	P11182	Enzyme	Dbt	*	*	Enzyme	Solid	HMDB0001423_Dbt									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP03089	2-acylglycerol O-acyltransferase 2	Q3SYC2	Enzyme	Mogat2	*	*	Enzyme	Solid	HMDB0001423_Mogat2					*	*			*
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP04188	Acyl-coenzyme A synthetase ACSM1, mitochondrial	Q08AH1	Unknown	Acsm2	*		Unknown	Dashed	HMDB0001423_Acsm2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP04483	Diacylglycerol O-acyltransferase 2	Q96PD7	Enzyme	Dgat2	*	*	Enzyme	Solid	HMDB0001423_Dgat2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP04526	1-acyl-sn-glycerol-3-phosphate acyltransferase delta	Q9NRZ5	Enzyme	Agpat4	*	*	Enzyme	Solid	HMDB0001423_Agpat4									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP04645	2-acylglycerol O-acyltransferase 1	Q96PD6	Enzyme	Mogat1	*		Enzyme	Dashed	HMDB0001423_Mogat1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP07270	Fatty acyl-CoA reductase 1	Q8WVX9	Enzyme	Far1	*	*	Enzyme	Solid	HMDB0001423_Far1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP07271	Fatty acyl-CoA reductase 2	Q96K12	Enzyme	Far2	*		Enzyme	Dashed	HMDB0001423_Far2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP07278	Acyl-CoA wax alcohol acyltransferase 1	Q58HT5	Enzyme	Awat1	*		Enzyme	Dashed	HMDB0001423_Awat1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP07279	Acyl-CoA wax alcohol acyltransferase 2	Q6E213	Enzyme	Awat2	*		Enzyme	Dashed	HMDB0001423_Awat2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP07287	Lysophospholipid acyltransferase 5	Q6P1A2	Enzyme	Lpcat3	*	*	Enzyme	Solid	HMDB0001423_Lpcat3									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP07289	Lysophosphatidylcholine acyltransferase 1	Q8NF37	Unknown	Lpcat1	*	*	Unknown	Solid	HMDB0001423_Lpcat1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP07290	Lysophosphatidylcholine acyltransferase 2	Q7L5N7	Enzyme	Lpcat2	*	*	Enzyme	Solid	HMDB0001423_Lpcat2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP07309	Lysocardiolipin acyltransferase 1	Q6UWP7	Enzyme	Lclat1	*	*	Enzyme	Solid	HMDB0001423_Lclat1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP07349	Glycine N-acyltransferase	Q6IB77	Enzyme	Glyat	*	*	Enzyme	Solid	HMDB0001423_Glyat									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP07367	Arylamine N-acetyltransferase 2	A4Z6T7	Enzyme	Nat1	*	*	Enzyme	Solid	HMDB0001423_Nat1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP07406	ACSS2 protein	Q96FY7	Enzyme	Acss2	*	*	Enzyme	Solid	HMDB0001423_Acss2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP08699	Acyl-coenzyme A synthetase ACSM2A, mitochondrial	Q08AH3	Unknown	Acsm2	*		Unknown	Dashed	HMDB0001423_Acsm2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP08700	Acyl-coenzyme A synthetase ACSM2B, mitochondrial	Q68CK6	Unknown	Acsm2	*		Unknown	Dashed	HMDB0001423_Acsm2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP08701	Acyl-coenzyme A synthetase ACSM3, mitochondrial	Q53FZ2	Unknown	Acsm3	*	*	Unknown	Solid	HMDB0001423_Acsm3									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP08702	Acyl-coenzyme A synthetase ACSM5, mitochondrial	Q6NUN0	Unknown	Acsm5	*	*	Unknown	Solid	HMDB0001423_Acsm5									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP09100	2-oxoglutarate dehydrogenase-like, mitochondrial	Q9ULD0	Enzyme	Ogdhl	*	*	Enzyme	Solid	HMDB0001423_Ogdhl									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP09123	Acyl-coenzyme A synthetase ACSM4, mitochondrial	P0C7M7	Unknown	Acsm4	*		Unknown	Dashed	HMDB0001423_Acsm4									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP10538	Malonyl CoA:ACP acyltransferase (Mitochondrial)	B0QY72	Enzyme	Mcat	*	*	Enzyme	Solid	HMDB0001423_Mcat									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP10627	Glycerol-3-phosphate acyltransferase 2, mitochondrial	Q6NUI2	Enzyme	Gpat2	*	*	Enzyme	Solid	HMDB0001423_Gpat2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP10978	Ceramide synthase 5	Q8N5B7	Unknown	Cers5	*	*	Unknown	Solid	HMDB0001423_Cers5									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP11000	Acyl-coenzyme A thioesterase 1	Q86TX2	Enzyme	Acot2	*	*	Enzyme	Solid	HMDB0001423_Acot2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP11004	Long-chain-fatty-acid--CoA ligase ACSBG2	Q5FVE4	Enzyme	Acsbg2	*		Enzyme	Dashed	HMDB0001423_Acsbg2									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP11005	Long-chain-fatty-acid--CoA ligase ACSBG1	Q96GR2	Enzyme	Acsbg1	*	*	Enzyme	Solid	HMDB0001423_Acsbg1									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP11569	Circadian locomoter output cycles protein kaput	O15516	Enzyme	Clock	*	*	Enzyme	Solid	HMDB0001423_Clock									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP11598	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	Q8WTS1	Unknown	Abhd5	*	*	Unknown	Solid	HMDB0001423_Abhd5									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP11728	Elongation of very long chain fatty acids protein 5	Q9NYP7	Unknown	Elovl5	*	*	Unknown	Solid	HMDB0001423_Elovl5									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP11815	Lysophospholipid acyltransferase 7	Q96N66	Unknown	Mboat7	*	*	Unknown	Solid	HMDB0001423_Mboat7	*				*	*	*	*	*
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP11849	N-acetylaspartate synthetase	Q8N9F0	Unknown	Nat8l	*		Unknown	Dashed	HMDB0001423_Nat8l									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP12011	Probable palmitoyltransferase ZDHHC11	Q9H8X9	Unknown	Zdhhc11	*		Unknown	Dashed	HMDB0001423_Zdhhc11									
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP12034	Probable palmitoyltransferase ZDHHC11B	P0C7U3	Unknown	Zdhhc11	*		Unknown	Dashed	HMDB0001423_Zdhhc11									
HMDB0001429	Phosphate	H3O4P	HMDBP00010	ATP-citrate synthase	P53396	Enzyme	Acly		*	Enzyme	Dashed	HMDB0001429_Acly									
HMDB0001429	Phosphate	H3O4P	HMDBP03055	Bile acyl-CoA synthetase	Q9Y2P5	Enzyme	Slc27a5		*	Enzyme	Dashed	HMDB0001429_Slc27a5									
HMDB0001429	Phosphate	H3O4P	HMDBP07406	ACSS2 protein	Q96FY7	Enzyme	Acss2		*	Enzyme	Dashed	HMDB0001429_Acss2									
HMDB0001429	Phosphate	H3O4P	HMDBP00656	Argininosuccinate synthase	P00966	Enzyme	Ass1		*	Enzyme	Dashed	HMDB0001429_Ass1									
HMDB0001429	Phosphate	H3O4P	HMDBP00764	Phosphatidate cytidylyltransferase 1	Q92903	Unknown	Cds1		*	Unknown	Dashed	HMDB0001429_Cds1									
HMDB0001429	Phosphate	H3O4P	HMDBP00879	Ectonucleoside triphosphate diphosphohydrolase 5	O75356	Unknown	Entpd5		*	Unknown	Dashed	HMDB0001429_Entpd5									
HMDB0001429	Phosphate	H3O4P	HMDBP01063	Atrial natriuretic peptide receptor 2	P20594	Unknown	Npr2		*	Unknown	Dashed	HMDB0001429_Npr2									
HMDB0001429	Phosphate	H3O4P	HMDBP01070	Heat-stable enterotoxin receptor	P25092	Unknown	Gucy2c		*	Unknown	Dashed	HMDB0001429_Gucy2c		*				*			*
HMDB0001429	Phosphate	H3O4P	HMDBP01074	UTP--glucose-1-phosphate uridylyltransferase	Q16851	Enzyme	Ugp2		*	Enzyme	Dashed	HMDB0001429_Ugp2									
HMDB0001429	Phosphate	H3O4P	HMDBP08285	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial	Q9P2J9	Unknown	Pdp2		*	Unknown	Dashed	HMDB0001429_Pdp2									
HMDB0001429	Phosphate	H3O4P	HMDBP08844	Carnosine synthase 1	A5YM72	Unknown	Carns1		*	Unknown	Dashed	HMDB0001429_Carns1							*		*
HMDB0001448	Sulfate	H2O4S	HMDBP00194	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3	O14638	Unknown	Enpp3		*	Unknown	Dashed	HMDB0001448_Enpp3									
HMDB0001448	Sulfate	H2O4S	HMDBP00808	Glutathione S-transferase Mu 2	P28161	Enzyme	Gstm2		*	Enzyme	Dashed	HMDB0001448_Gstm2									
HMDB0001466	Dimethylaniline-N-oxide	C8H11NO	HMDBP00143	Dimethylaniline monooxygenase [N-oxide-forming] 5	P49326	Unknown	Fmo5		*	Unknown	Dashed	HMDB0001466_Fmo5									
HMDB0001466	Dimethylaniline-N-oxide	C8H11NO	HMDBP00155	Dimethylaniline monooxygenase [N-oxide-forming] 2	Q99518	Unknown	Fmo2		*	Unknown	Dashed	HMDB0001466_Fmo2									
HMDB0001466	Dimethylaniline-N-oxide	C8H11NO	HMDBP00185	Dimethylaniline monooxygenase [N-oxide-forming] 1	Q01740	Unknown	Fmo1		*	Unknown	Dashed	HMDB0001466_Fmo1									
HMDB0001473	Dihydroxyacetone phosphate	C3H7O6P	HMDBP00090	Alkaline phosphatase, placental type	P05187	Unknown	Akp3	*		Unknown	Dashed	HMDB0001473_Akp3	*								*
HMDB0001473	Dihydroxyacetone phosphate	C3H7O6P	HMDBP00093	Intestinal-type alkaline phosphatase	P09923	Unknown	Akp3	*		Unknown	Dashed	HMDB0001473_Akp3	*								*
HMDB0001473	Dihydroxyacetone phosphate	C3H7O6P	HMDBP00197	Glycerol-3-phosphate dehydrogenase, mitochondrial	P43304	Unknown	Gpd2	*	*	Unknown	Solid	HMDB0001473_Gpd2	*								*
HMDB0001473	Dihydroxyacetone phosphate	C3H7O6P	HMDBP00837	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	P21695	Unknown	Gpd1	*	*	Unknown	Solid	HMDB0001473_Gpd1	*								*
HMDB0001473	Dihydroxyacetone phosphate	C3H7O6P	HMDBP00979	Fructose-bisphosphate aldolase C	P09972	Enzyme	Aldoc	*	*	Enzyme	Solid	HMDB0001473_Aldoc	*								*
HMDB0001473	Dihydroxyacetone phosphate	C3H7O6P	HMDBP01543	Dihydroxyacetone phosphate acyltransferase	O15228	Enzyme	Gnpat	*	*	Enzyme	Solid	HMDB0001473_Gnpat	*								*
HMDB0001480	3-Dehydrosphinganine	C18H37NO2	HMDBP01719	Ganglioside GM2 activator	P17900	Enzyme	Gm2a		*	Enzyme	Dashed	HMDB0001480_Gm2a									
HMDB0001480	3-Dehydrosphinganine	C18H37NO2	HMDBP03084	Phosphatidylinositol-glycan biosynthesis class X protein	Q8TBF5	Enzyme	Pigx		*	Enzyme	Dashed	HMDB0001480_Pigx									
HMDB0001480	3-Dehydrosphinganine	C18H37NO2	HMDBP11446	Lipopolysaccharide-binding protein	P18428	Unknown	Lbp		*	Unknown	Dashed	HMDB0001480_Lbp									
HMDB0001484	Acetoacetyl-CoA	C25H40N7O18P3S	HMDBP00013	Acetyl-CoA acetyltransferase, cytosolic	Q9BWD1	Enzyme	Acat2		*	Enzyme	Dashed	HMDB0001484_Acat2									
HMDB0001484	Acetoacetyl-CoA	C25H40N7O18P3S	HMDBP00031	3-ketoacyl-CoA thiolase, mitochondrial	P42765	Enzyme	Acaa2		*	Enzyme	Dashed	HMDB0001484_Acaa2									
HMDB0001484	Acetoacetyl-CoA	C25H40N7O18P3S	HMDBP00053	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	Q01581	Enzyme	Hmgcs1		*	Enzyme	Dashed	HMDB0001484_Hmgcs1									
HMDB0001484	Acetoacetyl-CoA	C25H40N7O18P3S	HMDBP00389	Trifunctional enzyme subunit alpha, mitochondrial	P40939	Unknown	Hadha		*	Unknown	Dashed	HMDB0001484_Hadha									
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00117	NADH-ubiquinone oxidoreductase chain 1	P03886	Unknown	Mt-nd1	*	*	Unknown	Solid	HMDB0001487_Mt-nd1					*		*		*
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00125	NADH-cytochrome b5 reductase 3	P00387	Unknown	Cyb5r3	*	*	Unknown	Solid	HMDB0001487_Cyb5r3					*		*		*
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00130	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	P51970	Enzyme	Ndufa8	*	*	Enzyme	Solid	HMDB0001487_Ndufa8					*		*		*
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00154	NADH-ubiquinone oxidoreductase chain 2	P03891	Unknown	Mt-nd2	*	*	Unknown	Solid	HMDB0001487_Mt-nd2					*		*		*
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00175	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	Q16718	Enzyme	Ndufa5	*	*	Enzyme	Solid	HMDB0001487_Ndufa5					*		*		*
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00178	NADH-ubiquinone oxidoreductase chain 4	P03905	Unknown	Mt-nd4	*	*	Unknown	Solid	HMDB0001487_Mt-nd4					*		*		*
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00189	NADH-ubiquinone oxidoreductase chain 6	P03923	Unknown	Mt-nd6	*	*	Unknown	Solid	HMDB0001487_Mt-nd6					*		*		*
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00194	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3	O14638	Unknown	Enpp3	*	*	Unknown	Solid	HMDB0001487_Enpp3					*		*		*
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00293	Alpha-aminoadipic semialdehyde dehydrogenase	P49419	Unknown	Aldh7a1	*	*	Unknown	Solid	HMDB0001487_Aldh7a1					*		*		*
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00329	GDH/6PGL endoplasmic bifunctional protein	O95479	Unknown	H6pd	*	*	Unknown	Solid	HMDB0001487_H6pd					*		*		*
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00389	Trifunctional enzyme subunit alpha, mitochondrial	P40939	Unknown	Hadha	*	*	Unknown	Solid	HMDB0001487_Hadha					*		*		*
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00540	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	Q02338	Unknown	Bdh1	*	*	Unknown	Solid	HMDB0001487_Bdh1					*		*		*
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00666	Glutamate dehydrogenase 2, mitochondrial	P49448	Unknown	Glud1	*	*	Unknown	Solid	HMDB0001487_Glud1					*		*		*
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00694	Glutamate dehydrogenase 1, mitochondrial	P00367	Unknown	Glud1	*	*	Unknown	Solid	HMDB0001487_Glud1					*		*		*
