MappingID	Label_db	detected	SigNode	NodeType	Name_map	ChEBI	HMDB lip	KEGG	HMDB accession	Ensembl	Uniprot	8_adj pval	8_logFC	8_pval	8_significance	7_adj pval	7_logFC	7_pval	7_significance	6_adj pval	6_logFC	6_pval	6_significance	5_adj pval	5_logFC	5_pval	5_significance	4_adj pval	4_logFC	4_pval	4_significance	3_adj pval	3_logFC	3_pval	3_significance	2_adj pval	2_logFC	2_pval	2_significance	1_adj pval	1_logFC	1_pval	1_significance	MaxSig	Differential feature	Reaction.ID	Label_Sig	Color8	Color7	Color6	Color5	Color4	Color3	Color2	Color1	ColorAny	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny
Elovl5	Elovl5	*	*	GeneProduct	Elovl5					ENSRNOG00000006331	Q920L7	1	0.1944356	0.1356701	0.867515854888638	1	-0.2634913	0.07286897	-1.13745736916709	1	0.09625573	0.547307	0.261768997240407	1	0.09404979	0.5455011	0.263204369322297	1	-0.2544072	0.02220238	-1.65360046854643	1	-0.2526942	0.03364829	-1.47303700164607	0.1167726	-0.4461831	3.142876e-05	-4.50267275343298	1	-0.0789062	0.4435965	-0.353011889115942	-4.50267275343298	*	R07758, R07762, R09419, R10825	Elovl5	0.1944356	-0.2634913	0.09625573	0.09404979	-0.2544072	-0.2526942	-0.4461831	-0.0789062	-0.4461831	0.1944356	0.2634913	0.1	0.1	0.2544072	0.2526942	0.4461831	0.1	0.4461831
Elovl6	Elovl6	*		GeneProduct	Elovl6					ENSRNOG00000010468	Q920L6	1	0.4253471	0.3566604	0.447745107696124	1	-0.6016721	0.2501838	-0.601740815339589	1	-0.5134967	0.3694343	-0.432462785102635	1	0.09701782	0.8612383	0.0648766649739581	1	0.2378637	0.738932	0.131395525588348	1	0.5646404	0.4570076	0.340076577587442	1	0.6371916	0.3521516	0.453270334051169	1	-0.1651809	0.8048674	-0.094275662727458	-0.601740815339589		R07758, R09419, R10825		0.4253471	-0.6016721	-0.5134967	0.09701782	0.2378637	0.5646404	0.6371916	-0.1651809	0.6371916	0.4253471	0.6016721	0.5134967	0.1	0.2378637	0.5646404	0.6371916	0.1651809	0.6371916
Elovl7	Elovl7			GeneProduct	Elovl7																																									R07758, R09419, R10825		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
Enpp1	Enpp1	*		GeneProduct	Enpp1					ENSRNOG00000013994	Q924C3	1	0.1551599	0.04640724	1.33341425981655	1	-0.000714635	0.9935095	-0.00282797578330296	1	0.1192579	0.2129897	0.671641398163716	1	0.08610443	0.3546897	0.450151423025416	1	-0.011801	0.8641446	-0.0634135795956255	1	0.005701085	0.9382356	0.0276880923969275	1	0.03842384	0.5616242	0.250554187024928	1	0.1161204	0.0682343	1.16599725941878	1.33341425981655		R00160, R00287, R00426, R00515, R00662		0.1551599	-0.000714635	0.1192579	0.08610443	-0.011801	0.005701085	0.03842384	0.1161204	0.1551599	0.1551599	0.1	0.1192579	0.1	0.1	0.1	0.1	0.1161204	0.1551599
Enpp2	Enpp2	*		GeneProduct	Enpp2					ENSRNOG00000004089	Q64610	1	0.009688996	0.9382303	0.0276905456903809	1	0.0356743	0.7996942	0.0970760538103344	1	-0.01602456	0.9168	-0.0377253953766853	1	0.1137791	0.4449587	0.351680297321275	1	0.008165238	0.9205027	0.0359749332942615	1	0.03568545	0.6830696	0.165535042503044	1	-0.05764248	0.464053	-0.333432415365253	1	0.02018918	0.790073	0.102332779554511	0.351680297321275		R01310, R02051		0.009688996	0.0356743	-0.01602456	0.1137791	0.008165238	0.03568545	-0.05764248	0.02018918	0.1137791	0.1	0.1	0.1	0.1137791	0.1	0.1	0.1	0.1	0.1137791
Enpp3	Enpp3	*	*	GeneProduct	Enpp3					ENSRNOG00000013791	P97675	1	-0.01566149	0.8859931	-0.0525696603291951	1	-0.04341681	0.7236893	-0.14044784852264	1	0.02438752	0.855469	0.0677957235546409	1	-0.1624901	0.2124427	-0.672758187634892	1	0.1666018	0.006171628	2.20960025928034	0.05844617	0.2832567	1.278081e-05	4.89344162134328	0.5852605	0.2118396	0.0002918186	3.53488703040034	1	0.05993048	0.2887435	0.539487783535837	4.89344162134328	*	R00087, R00103, R00160, R00287, R00426, R00515, R00662, R01532, R03004, R03036, R11323	Enpp3	-0.01566149	-0.04341681	0.02438752	-0.1624901	0.1666018	0.2832567	0.2118396	0.05993048	0.2832567	0.1	0.1	0.1	0.1624901	0.1666018	0.2832567	0.2118396	0.1	0.2832567
Enpp6	Enpp6			GeneProduct	Enpp6																																									R02591		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
Enpp7	Enpp7			GeneProduct	Enpp7																																									R02541		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
Entpd1	Entpd1	*		GeneProduct	Entpd1					ENSRNOG00000014574	P97687	1	0.1670333	0.1856366	0.731336394437239	1	-0.1314169	0.3619406	-0.441362697999868	1	0.03175595	0.8394905	0.0759842141428741	1	0.02147986	0.8878651	0.05165301482513	1	0.08299881	0.6936127	0.158882963557473	1	-0.3819255	0.09338503	-1.02972273736162	1	-0.4798375	0.0193685	-1.71290401206085	1	-0.2363409	0.2293101	-0.639576816278929	-1.71290401206085		R00159, R00328, R00335, R00569		0.1670333	-0.1314169	0.03175595	0.02147986	0.08299881	-0.3819255	-0.4798375	-0.2363409	-0.4798375	0.1670333	0.1314169	0.1	0.1	0.1	0.3819255	0.4798375	0.2363409	0.4798375
Entpd5	Entpd5	*	*	GeneProduct	Entpd5					ENSRNOG00000033206	Q6P6S9	1	-0.06193553	0.5915223	-0.228028878112315	1	0.02705748	0.8347524	0.078442323629976	1	-0.1420477	0.3152184	-0.501388439706481	1	-0.3595353	0.009015477	-2.0450112902408	1	0.2895389	0.0008509788	3.07008125913715	1	-0.06924823	0.4563995	-0.34065484003682	1	-0.08308913	0.3207153	-0.493880321184516	1	-0.1512208	0.06092852	-1.21517937109003	3.07008125913715	*	R00155, R00328, R00329, R00961	Entpd5	-0.06193553	0.02705748	-0.1420477	-0.3595353	0.2895389	-0.06924823	-0.08308913	-0.1512208	-0.3595353	0.1	0.1	0.1420477	0.3595353	0.2895389	0.1	0.1	0.1512208	0.3595353
Entpd6	Entpd6	*		GeneProduct	Entpd6					ENSRNOG00000007427	Q9ER31	1	-0.1971438	0.2572796	-0.58959464814125	1	-0.3988128	0.04548011	-1.34217849358115	1	-0.1883837	0.3776898	-0.422864743696518	1	-0.1785033	0.3854255	-0.414059555526616	1	0.06425837	0.7823263	0.106612069532983	1	-0.181051	0.4719505	-0.326103549468009	1	-0.01572309	0.944301	-0.0248895504025269	1	-0.02646005	0.9028461	-0.0443862736256624	-1.34217849358115		R00328		-0.1971438	-0.3988128	-0.1883837	-0.1785033	0.06425837	-0.181051	-0.01572309	-0.02646005	-0.3988128	0.1971438	0.3988128	0.1883837	0.1785033	0.1	0.181051	0.1	0.1	0.3988128
Entpd8	Entpd8	*		GeneProduct	Entpd8					ENSRNOG00000009239	Q5DRK1	1	0.1117927	0.2239719	0.64980646577503	1	0.02900501	0.7795195	0.108173016284669	1	-0.01773061	0.875598	-0.0576952390981167	1	-0.1536445	0.1635672	-0.786303780659598	1	0.1193189	0.4067607	0.390661013953892	1	0.1598999	0.2982397	0.525434546183711	1	-0.02128814	0.8778344	-0.0565874043096267	1	0.01060241	0.9366849	0.0284064808370222	-0.786303780659598		R00159, R00328, R00335, R00569		0.1117927	0.02900501	-0.01773061	-0.1536445	0.1193189	0.1598999	-0.02128814	0.01060241	0.1598999	0.1117927	0.1	0.1	0.1536445	0.1193189	0.1598999	0.1	0.1	0.1598999
Eogt	Eogt	*		GeneProduct	Eogt					ENSRNOG00000024533	Q5NDL0	1	-0.06155183	0.5416712	-0.266264254709238	1	-0.1151625	0.3144954	-0.502385702426111	1	-0.09422862	0.4515891	-0.3452565491806	1	-0.08572935	0.4789265	-0.319731131874992	1	0.03155917	0.8020751	0.095784965894623	1	-0.1306249	0.3336977	-0.476646786694775	1	0.01534548	0.8989967	0.0462419024541135	1	0.005445881	0.9627358	0.0164928783423366	-0.502385702426111		R09676, R09677		-0.06155183	-0.1151625	-0.09422862	-0.08572935	0.03155917	-0.1306249	0.01534548	0.005445881	-0.1306249	0.1	0.1151625	0.1	0.1	0.1	0.1306249	0.1	0.1	0.1306249
Esd	Esd	*		GeneProduct	Esd					ENSRNOG00000009512	B0BNE5	1	0.04085099	0.6231348	0.205417994169818	1	0.08274967	0.3756917	0.425168399517444	1	-0.04626627	0.6498878	-0.187161615737054	1	-0.04719272	0.6338675	-0.198001515040614	1	-0.162626	0.02323767	-1.63380742003696	1	-0.08066232	0.291355	-0.535577524497542	1	-0.03235044	0.6379398	-0.195220302096005	1	-0.0295523	0.6555361	-0.183403386965356	-1.63380742003696		R00527		0.04085099	0.08274967	-0.04626627	-0.04719272	-0.162626	-0.08066232	-0.03235044	-0.0295523	-0.162626	0.1	0.1	0.1	0.1	0.162626	0.1	0.1	0.1	0.162626
Ext1	Ext1	*		GeneProduct	Ext1					ENSRNOG00000024886	G3V901	1	-0.2159347	0.0173959	-1.75955309753309	1	0.07203266	0.4792612	0.31942772917215	1	-0.05722865	0.6071222	-0.216723886446399	1	-0.07976254	0.4611585	-0.336149782105735	1	-0.1269246	0.1546937	-0.810527372861389	1	-0.06571343	0.4899443	-0.309853290538095	1	0.03616407	0.6723975	0.172373909953303	1	-0.06706541	0.4164056	-0.380483438544919	-1.75955309753309		R07334		-0.2159347	0.07203266	-0.05722865	-0.07976254	-0.1269246	-0.06571343	0.03616407	-0.06706541	-0.2159347	0.2159347	0.1	0.1	0.1	0.1269246	0.1	0.1	0.1	0.2159347
Extl3	Extl3	*		GeneProduct	Extl3					ENSRNOG00000013581		1	-0.02948292	0.6815341	-0.166512409717294	1	-0.1661393	0.04174775	-1.37936692590292	1	0.02754579	0.7572713	0.120748502290428	1	0.08657375	0.3142722	0.502694034256289	1	0.1425625	0.1355622	0.867861391737084	1	-0.01954653	0.8487665	-0.0712117699552724	1	-0.02459835	0.7898113	-0.102476657010542	1	0.03638787	0.6817552	0.166371540848462	-1.37936692590292		R07334		-0.02948292	-0.1661393	0.02754579	0.08657375	0.1425625	-0.01954653	-0.02459835	0.03638787	-0.1661393	0.1	0.1661393	0.1	0.1	0.1425625	0.1	0.1	0.1	0.1661393
Far1	Far1	*		GeneProduct	Far1					ENSRNOG00000013176	Q66H50	1	0.4484742	0.06797559	1.16764701422767	1	0.3076256	0.2673674	0.572891547198248	1	0.05179976	0.8648605	0.0630539375825833	1	0.1294349	0.6594143	0.180841639019145	1	0.07056425	0.8484944	0.0713510196481608	1	0.007342612	0.9852013	0.00647502376913623	1	-0.2061194	0.5653992	-0.247644810342133	1	0.01495197	0.9652303	0.0153690534061679	1.16764701422767		R09470, R10104		0.4484742	0.3076256	0.05179976	0.1294349	0.07056425	0.007342612	-0.2061194	0.01495197	0.4484742	0.4484742	0.3076256	0.1	0.1294349	0.1	0.1	0.2061194	0.1	0.4484742
Fasn	Fasn	*	*	GeneProduct	Fasn					ENSRNOG00000045636	P12785	1	0.2022566	0.5604511	0.251462274106679	1	0.348537	0.3719754	0.429485780541543	1	-0.3941734	0.3542146	-0.450733542048376	1	-0.2766908	0.5040181	-0.297553867147777	0.6827303	1.085913	0.0003679874	3.43416705144647	1	0.3976984	0.222619	0.652437772422608	1	0.1182703	0.6869458	0.163077527408424	1	0.5387268	0.05688151	1.24502888316501	3.43416705144647	*	R01404, R01624, R01626, R01706, R02767, R02768, R02814, R04014, R04355, R04428, R04430, R04533, R04534, R04535, R04536, R04537, R04543, R04544, R04566, R04568, R04725, R04726, R04952, R04953, R04954, R04956, R04957, R04959, R04960, R04962, R04963, R04964, R04965, R04967, R04968, R04970, R05188, R07762, R07763, R08159, R08162, R08163, R10115, R10116, R10117, R10119, R10120, R10121, R10208, R12329	Fasn	0.2022566	0.348537	-0.3941734	-0.2766908	1.085913	0.3976984	0.1182703	0.5387268	1.085913	0.2022566	0.348537	0.3941734	0.2766908	1.085913	0.3976984	0.1182703	0.5387268	1.085913
Fbp1	Fbp1	*		GeneProduct	Fbp1					ENSRNOG00000017597	P19112	1	-0.008316976	0.9200761	-0.0361762504335196	1	-0.1855152	0.04647136	-1.33281461756089	1	-0.08281632	0.414716	-0.382249208962807	1	-0.0261493	0.7912712	-0.101674641057146	1	-0.04525332	0.5780759	-0.238015135996248	1	-0.03482084	0.6890169	-0.161770125716856	1	-0.05858613	0.4543504	-0.34260908526808	1	-0.004642129	0.9509602	-0.0218376589638297	-1.33281461756089		R00762, R01845		-0.008316976	-0.1855152	-0.08281632	-0.0261493	-0.04525332	-0.03482084	-0.05858613	-0.004642129	-0.1855152	0.1	0.1855152	0.1	0.1	0.1	0.1	0.1	0.1	0.1855152
Fbp2	Fbp2	*		GeneProduct	Fbp2					ENSRNOG00000017637	Q9Z1N1	1	-0.1301073	0.8016203	-0.0960312933900624	1	-0.8800353	0.1458444	-0.836110241864771	1	-1.178596	0.07450425	-1.12781895276979	1	-0.04724752	0.9392916	-0.0271995615024089	1	0.4256659	0.4391892	0.357348348061776	1	0.03957534	0.9475723	0.0233876433196613	1	-0.4803001	0.3824293	-0.417448841446021	1	-0.09697808	0.8521962	-0.0694604066794645	-1.12781895276979		R00762, R01845		-0.1301073	-0.8800353	-1.178596	-0.04724752	0.4256659	0.03957534	-0.4803001	-0.09697808	-1.178596	0.1301073	0.8800353	1.178596	0.1	0.4256659	0.1	0.4803001	0.1	1.178596
Fmo1	Fmo1	*	*	GeneProduct	Fmo1					ENSRNOG00000034191	P36365	1	-0.4439295	0.04195885	-1.37717642337406	1	-0.09527012	0.6976315	-0.156373918030587	1	-0.5207772	0.05139635	-1.28906772207758	1	-0.1171717	0.6523714	-0.185505086709694	1	0.1123697	0.2739342	0.56235374378083	0.3310371	0.4201257	0.0001294323	3.88795733138522	1	0.3180936	0.001284278	2.89134095695427	1	0.2193379	0.0213222	1.67116798732992	3.88795733138522	*	R03344, R04523, R05623, R08266	Fmo1	-0.4439295	-0.09527012	-0.5207772	-0.1171717	0.1123697	0.4201257	0.3180936	0.2193379	-0.5207772	0.4439295	0.1	0.5207772	0.1171717	0.1123697	0.4201257	0.3180936	0.2193379	0.5207772
Fmo3	Fmo3	*		GeneProduct	Fmo3					ENSRNOG00000003620	Q9EQ76	1	-0.05860872	0.5934291	-0.226631160985887	1	-0.08973497	0.4669926	-0.330690001242515	1	0.2084882	0.1209384	0.917435781354085	1	0.2316147	0.07666203	1.11541968487131	1	0.1056766	0.2989045	0.524467546618607	1	0.1306068	0.2299596	0.638348455452849	1	0.09742067	0.3197502	0.495189175203119	1	0.06294504	0.5048956	0.296798414022372	1.11541968487131		R05623		-0.05860872	-0.08973497	0.2084882	0.2316147	0.1056766	0.1306068	0.09742067	0.06294504	0.2316147	0.1	0.1	0.2084882	0.2316147	0.1056766	0.1306068	0.1	0.1	0.2316147
Folh1	Folh1			GeneProduct	Folh1																																									R10687, R10688		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
Ftcd	Ftcd	*		GeneProduct	Ftcd					ENSRNOG00000001261	O88618	1	0.115840331238144	0.249990290164265	0.602076859367856	1	0.085975022864649	0.447416949241537	0.349287567797179	1	-0.0613889687091224	0.618741372396128	-0.208490843730095	1	0.00481873458116497	0.96798015343935	0.0141335469686053	1	0.0850273593950756	0.412057739785466	0.385041923983288	1	0.273972999663902	0.0134229314431469	1.87215262794088	1	0.160705305520539	0.107143692030137	0.970033392490981	1	0.122975443034701	0.200970744576829	0.696867158467945	1.87215262794088		R02287, R03189		0.115840331238144	0.085975022864649	-0.0613889687091224	0.00481873458116497	0.0850273593950756	0.273972999663902	0.160705305520539	0.122975443034701	0.273972999663902	0.115840331238144	0.1	0.1	0.1	0.1	0.273972999663902	0.160705305520539	0.122975443034701	0.273972999663902
G6pc1	G6pc1			GeneProduct	G6pc1																																									R00303		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
G6pc3	G6pc3	*		GeneProduct	G6pc3					ENSRNOG00000020902	Q6AZ83	1	0.1348999	0.2532198	0.596502338565657	1	0.0002640971	0.9984331	0.000681029715871689	1	-0.2274832	0.1280656	-0.892567511445757	1	-0.07842498	0.585487	-0.232482743445493	1	0.01880179	0.8807232	0.0551605633260549	1	0.3223387	0.01402793	1.85300640993408	1	0.2008342	0.09113079	1.04033486487241	1	0.1394216	0.2241884	0.649386862509652	1.85300640993408		R00303		0.1348999	0.0002640971	-0.2274832	-0.07842498	0.01880179	0.3223387	0.2008342	0.1394216	0.3223387	0.1348999	0.1	0.2274832	0.1	0.1	0.3223387	0.2008342	0.1394216	0.3223387
G6pd	G6pd	*	*	GeneProduct	G6pd					ENSRNOG00000056728	P05370	0.6058343	0.4823909	0.0003079404	3.51153333043397	1	-0.1474888	0.3316912	-0.479266050464653	1	0.2850717	0.0848402	1.07139831636017	1	0.1436889	0.3720359	0.429415150387907	1	0.414403	0.001687654	2.77271658691257	1	0.1623704	0.2535297	0.595971157472356	1	-0.0145041	0.9101863	-0.0408697057217154	1	0.1299003	0.2925253	0.533836566589571	3.51153333043397	*	R00835, R02736, R10520, R10907	G6pd	0.4823909	-0.1474888	0.2850717	0.1436889	0.414403	0.1623704	-0.0145041	0.1299003	0.4823909	0.4823909	0.1474888	0.2850717	0.1436889	0.414403	0.1623704	0.1	0.1299003	0.4823909
Gad1	Gad1			GeneProduct	Gad1																																									R00261, R00489		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
Gad2	Gad2			GeneProduct	Gad2																																									R00261, R00489		0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
Gale	Gale	*		GeneProduct	Gale					ENSRNOG00000009712	P18645	1	0.2673242	0.1256777	0.900741775823338	1	0.08021048	0.6868037	0.163167373841269	1	0.3320985	0.1275464	0.894331794852694	1	0.1007231	0.635236	0.197064897611314	1	0.3701496	0.06510308	1.18639846465205	1	0.2791324	0.1937528	0.712752012611264	1	0.08054494	0.6790379	0.168105985216537	1	0.1166988	0.5335936	0.272789388052064	1.18639846465205		R00291, R00418		0.2673242	0.08021048	0.3320985	0.1007231	0.3701496	0.2791324	0.08054494	0.1166988	0.3701496	0.2673242	0.1	0.3320985	0.1007231	0.3701496	0.2791324	0.1	0.1166988	0.3701496
Galm	Galm	*		GeneProduct	Galm					ENSRNOG00000007023	Q66HG4	1	0.04675989	0.442676	0.35391402297283	1	0.03382287	0.6213929	0.206633713276792	1	-0.03902442	0.6017607	-0.22057617872698	1	0.01982248	0.784962	0.105151366935977	1	0.003980357	0.9463345	0.0239553267835377	1	0.01769936	0.7792625	0.108316222560929	1	0.006504128	0.9089049	0.0414815552443315	1	-0.008711395	0.8736952	-0.0586400502550919	0.35391402297283		R10619		0.04675989	0.03382287	-0.03902442	0.01982248	0.003980357	0.01769936	0.006504128	-0.008711395	0.04675989	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
Galt	Galt	*		GeneProduct	Galt					ENSRNOG00000014766	P43424	1	0.0353672	0.7852132	0.105012408207315	1	-0.09342476	0.5241081	-0.280579128299468	1	-0.09721566	0.5441795	-0.264257822726367	1	-0.06571913	0.6724968	-0.172309777861835	1	-0.3181437	0.01299829	-1.88611377787866	1	-0.06662057	0.6238633	-0.20491056185527	1	-0.306868	0.01246592	-1.90427566451847	1	-0.08136428	0.4889226	-0.310759887406973	-1.90427566451847		R00955		0.0353672	-0.09342476	-0.09721566	-0.06571913	-0.3181437	-0.06662057	-0.306868	-0.08136428	-0.3181437	0.1	0.1	0.1	0.1	0.3181437	0.1	0.306868	0.1	0.3181437
Gatb	Gatb	*		GeneProduct	Gatb					ENSRNOG00000037655		1	0.08917496	0.3270806	0.485345214244959	1	0.001211862	0.990585	0.00410825263717951	1	0.06933596	0.5363798	0.270527585991436	1	0.06689134	0.5390866	0.268341463234218	1	0.02413327	0.7987303	0.0975998402035602	1	0.2102599	0.03652675	1.43738896780607	1	0.0672368	0.4591483	0.338047019322561	1	0.1255961	0.1506015	0.82217070251461	1.43738896780607		R03905, R04212		0.08917496	0.001211862	0.06933596	0.06689134	0.02413327	0.2102599	0.0672368	0.1255961	0.2102599	0.1	0.1	0.1	0.1	0.1	0.2102599	0.1	0.1255961	0.2102599
Gatc	Gatc	*		GeneProduct	Gatc					ENSRNOG00000045621	D3ZY68	1	0.6315555	0.4435767	0.353031274351526	1	-0.1744553	0.851965	-0.0695782463355159	1	-1.714648	0.0988922	-1.00483796149228	1	-0.3690488	0.711962	-0.147543185619776	1	-1.341986	0.3506551	-0.455119840250866	1	0.765478	0.6180848	0.208951936487925	1	-1.158766	0.4028674	-0.394837874266938	1	-2.787085	0.04018521	-1.39593375779268	-1.39593375779268		R03905, R04212		0.6315555	-0.1744553	-1.714648	-0.3690488	-1.341986	0.765478	-1.158766	-2.787085	-2.787085	0.6315555	0.1744553	1.714648	0.3690488	1.341986	0.765478	1.158766	2.787085	2.787085
Gatm	Gatm	*		GeneProduct	Gatm					ENSRNOG00000000168	P50442	1	0.109636539148619	0.484759816629242	0.314473387479286	1	-0.256389930403522	0.154651969132489	-0.810644545897274	1	0.223020360133266	0.254707206536534	0.593958767188822	1	0.150910963644428	0.427205559077941	0.369363104619092	1	-0.106818304735617	0.630062387036747	-0.200616445777603	1	-0.152520420082363	0.520646476465305	-0.283457066400637	1	-0.497962669128638	0.0206839160410592	-1.68436723375912	1	-0.115868082829838	0.572501389058149	-0.24222345525959	-1.68436723375912		R00565, R01686, R01989		0.109636539148619	-0.256389930403522	0.223020360133266	0.150910963644428	-0.106818304735617	-0.152520420082363	-0.497962669128638	-0.115868082829838	-0.497962669128638	0.109636539148619	0.256389930403522	0.223020360133266	0.150910963644428	0.106818304735617	0.152520420082363	0.497962669128638	0.115868082829838	0.497962669128638
Gba2	Gba2	*		GeneProduct	Gba2					ENSRNOG00000016364	Q5M868	1	0.02123109	0.8345494	0.0785479507613442	1	0.1013048	0.3749134	0.426069036926925	1	-0.114928	0.3625113	-0.440678451296691	1	-0.0003342342	0.9978018	-0.000955716943878317	1	0.0931093	0.4430072	0.353589215323523	1	-0.1183262	0.3642521	-0.438597935739762	1	-0.02343454	0.8410027	-0.0752026099176421	1	-0.1539922	0.1735639	-0.760540599788217	-0.760540599788217		R03617, R13179		0.02123109	0.1013048	-0.114928	-0.0003342342	0.0931093	-0.1183262	-0.02343454	-0.1539922	-0.1539922	0.1	0.1013048	0.114928	0.1	0.1	0.1183262	0.1	0.1539922	0.1539922
Gch1	Gch1	*	*	GeneProduct	Gch1					ENSRNOG00000011039	P22288	1	0.2048351	0.02894839	1.53837558508194	1	0.1522738	0.1489241	0.827035015813404	1	0.09948114	0.3877946	0.411398242721291	1	0.2395635	0.03224821	1.49149438672476	1	0.2751123	0.0007425765	3.12925879882359	1	0.1875422	0.03165372	1.49957524360756	1	0.02772454	0.7246524	0.139870265101309	1	0.06843363	0.3669112	0.435439031160492	3.12925879882359	*	R00424, R00428, R04639, R05046, R05048	Gch1	0.2048351	0.1522738	0.09948114	0.2395635	0.2751123	0.1875422	0.02772454	0.06843363	0.2751123	0.2048351	0.1522738	0.1	0.2395635	0.2751123	0.1875422	0.1	0.1	0.2751123
Gck	Gck	*	*	GeneProduct	Gck					ENSRNOG00000061527	P17712	1	0.1507012	0.8332197	0.0792404704811908	1	1.32455	0.09948581	1.00223885973846	1	-0.9204602	0.2958261	-0.528963511928275	1	-0.8473531	0.3218579	-0.492335826649038	1	-1.394313	0.0008695167	-3.06072207249025	1	-0.716072	0.1087693	-0.963493666420985	1	-0.3466019	0.3879693	-0.411202638756551	1	0.06553257	0.8653954	0.0627854176188363	-3.06072207249025	*	R00299, R00725, R00760, R00867, R00876, R01139, R01140, R01326, R01327, R01330, R01600, R01786, R01961, R01964, R01965, R02848, R02849, R02850, R02865, R02867, R02868, R03920	Gck	0.1507012	1.32455	-0.9204602	-0.8473531	-1.394313	-0.716072	-0.3466019	0.06553257	-1.394313	0.1507012	1.32455	0.9204602	0.8473531	1.394313	0.716072	0.3466019	0.1	1.394313
Gclc	Gclc	*		GeneProduct	Gclc					ENSRNOG00000006302	P19468	1	-0.1147305	0.5571394	-0.254036127849058	1	0.05033133	0.8186918	0.0868795594731332	1	-0.4017125	0.0933438	-1.02991452308405	1	-0.3037006	0.1923072	-0.716004455430096	1	-0.1575114	0.420997	-0.375720998910384	1	-0.2500913	0.2322588	-0.634027822139322	1	-0.2367083	0.2089753	-0.679905042633566	1	-0.04741623	0.7939865	-0.100186881735812	-1.02991452308405		R10993		-0.1147305	0.05033133	-0.4017125	-0.3037006	-0.1575114	-0.2500913	-0.2367083	-0.04741623	-0.4017125	0.1147305	0.1	0.4017125	0.3037006	0.1575114	0.2500913	0.2367083	0.1	0.4017125
Gcnt3	Gcnt3	*		GeneProduct	Gcnt3					ENSRNOG00000059540	Q8CH87	1	1.017729	0.03764587	1.42428266181636	1	0.1055978	0.8498487	0.0706583855843958	1	-0.02150785	0.9721067	-0.0122860635943096	1	0.9729387	0.096059	1.01746193879577	1	0.1666449	0.7513624	0.124150541879895	1	-0.1332735	0.8143869	-0.0891692208907528	1	-0.4507519	0.3839255	-0.415753041460348	1	-0.4095782	0.4128236	-0.384235483239363	1.42428266181636		R02790, R03514, R04575, R04654, R11879		1.017729	0.1055978	-0.02150785	0.9729387	0.1666449	-0.1332735	-0.4507519	-0.4095782	1.017729	1.017729	0.1055978	0.1	0.9729387	0.1666449	0.1332735	0.4507519	0.4095782	1.017729
Gda	Gda	*		GeneProduct	Gda					ENSRNOG00000018282	Q9WTT6	1	-0.0815761	0.3089221	-0.51015102156346	1	-0.02614959	0.7717715	-0.112511263107545	1	-0.1287432	0.1915751	-0.71766093907449	1	-0.2044334	0.03302904	-1.48110404903827	1	-0.06009316	0.4550686	-0.34192313003348	1	0.03561341	0.677813	0.168890105941068	1	0.089718	0.2446239	0.611501114221032	1	-0.005692811	0.9390444	-0.0273138728892389	-1.48110404903827		R01676		-0.0815761	-0.02614959	-0.1287432	-0.2044334	-0.06009316	0.03561341	0.089718	-0.005692811	-0.2044334	0.1	0.1	0.1287432	0.2044334	0.1	0.1	0.1	0.1	0.2044334
Gfpt1	Gfpt1	*		GeneProduct	Gfpt1					ENSRNOG00000018507	P82808	1	-0.06909197	0.384961	-0.414583266186888	1	0.1086525	0.2233797	0.650956296657128	1	0.1108174	0.2557348	0.592210169824208	1	0.09204523	0.3307173	0.480543086313932	1	0.07619928	0.3225275	0.491433249744746	1	-0.02771259	0.7369035	-0.13258938074539	1	-0.1331864	0.07354088	-1.13347117761024	1	-0.03394775	0.635043	-0.197196866786042	-1.13347117761024		R00768		-0.06909197	0.1086525	0.1108174	0.09204523	0.07619928	-0.02771259	-0.1331864	-0.03394775	-0.1331864	0.1	0.1086525	0.1108174	0.1	0.1	0.1	0.1331864	0.1	0.1331864
